,english,spanish,en_pos,es_pos
738,"After the scandal, the actor lost his popularity.",La computadora derrotó a un ser humano en el juego de ajedrez.,ADP DET NOUN PUNCT DET NOUN VERB DET NOUN PUNCT ,DET NOUN VERB ADP DET NOUN ADJ ADP DET NOUN ADP NOUN PUNCT 
739,It's time for us to say goodbye.,"Después del escándalo, el agente perdió su popularidad.",PRON VERB NOUN ADP PRON PART VERB NOUN PUNCT ,ADV ADP NOUN PUNCT DET NOUN VERB DET NOUN PUNCT 
740,It was the best day of my life.,Es hora de decir adiós.,PRON VERB DET ADJ NOUN ADP DET NOUN PUNCT ,AUX NOUN ADP VERB NOUN PUNCT 
741,How can I access the internet?,Fue el mejor día de mi vida.,ADV VERB PRON VERB DET NOUN PUNCT ,AUX DET ADJ NOUN ADP DET NOUN PUNCT 
742,Stop working sometimes and have fun.,¿Cómo puedo tener acceso a Internet?,VERB VERB ADV CCONJ VERB NOUN PUNCT ,PUNCT PRON AUX VERB NOUN ADP PROPN PUNCT 
743,You need a tourist visa to go to Japan.,"No sólo trabajes, también disfruta.",PRON VERB DET NOUN NOUN PART VERB ADP PROPN PUNCT ,PART ADV NOUN PUNCT ADV VERB PUNCT 
744,How are you doing with learning Japanese?,Necesita una visa turística para ir a Japón.,ADV VERB PRON VERB ADP VERB PROPN PUNCT ,VERB DET NOUN ADJ ADP VERB ADP PROPN PUNCT 
745,Did you get up late today?,¿Cómo le está llendo con el japonés ?,VERB PRON VERB PART ADJ NOUN PUNCT ,PUNCT PRON PRON AUX VERB ADP DET NOUN PUNCT 
746,I didn't mean to cause any trouble.,¿Se levantó tarde hoy?,PRON VERB ADV VERB PART VERB DET NOUN PUNCT ,PUNCT PRON VERB ADV ADV PUNCT 
747,I go to bed late at night and wake up early in the morning.,No tenia pensado causar problemas.,PRON VERB ADP NOUN ADV ADP NOUN CCONJ VERB PART ADV ADP DET NOUN PUNCT ,ADV VERB ADJ VERB NOUN PUNCT 
748,What was the last book you've read?,Yo duermo tarde y me despierto temprano.,PRON VERB DET ADJ NOUN PRON VERB VERB PUNCT ,PRON VERB ADV CONJ PRON VERB ADV PUNCT 
749,You seem to be lost.,¿Cuál el el libro más reciente que ha leído?,PRON VERB PART VERB VERB PUNCT ,PUNCT PRON DET DET NOUN ADV ADJ PRON AUX VERB PUNCT 
750,I lost my wallet in the store.,Me parece que se ha perdido.,PRON VERB DET NOUN ADP DET NOUN PUNCT ,PRON VERB SCONJ PRON AUX VERB PUNCT 
751,Don't talk with your mouth full.,Perdí mi billetera en el almacén.,VERB ADV VERB ADP DET NOUN ADJ PUNCT ,VERB DET NOUN ADP DET NOUN PUNCT 
752,When do you usually wear a hanbok?,No hablar con la boca llena.,ADV VERB PRON ADV VERB DET NOUN PUNCT ,ADV VERB ADP DET NOUN ADJ PUNCT 
753,It is on the table next to the bed.,¿Cuándo se usa generalmente el hanbok?,PRON VERB ADP DET NOUN ADV ADP DET NOUN PUNCT ,PUNCT PRON PRON VERB ADV DET NOUN PUNCT 
754,Promise you won't forget me.,"Está al lado de la cama, arriba de la mesa.",VERB PRON AUX ADV VERB PRON PUNCT ,AUX ADP NOUN ADP DET NOUN PUNCT ADV ADP DET NOUN PUNCT 
755,"Oh, I completely forgot.",Prométeme que no te olvidarás de mí.,INTJ PUNCT PRON ADV VERB PUNCT ,VERB SCONJ ADV PRON VERB ADP PRON PUNCT 
756,She always talks only about herself.,"Oh, me olvidé totalmente.",PRON ADV VERB ADV ADP PRON PUNCT ,INTJ PUNCT PRON VERB ADV PUNCT 
757,Don't ask me over and over again.,Ella habla solamente sobre ella misma.,VERB ADV VERB PRON PART CCONJ ADV ADV PUNCT ,PRON VERB ADV ADP PRON ADJ PUNCT 
758,I always sleep on my side.,No preguntes lo mismo constantemente.,PRON ADV VERB ADP DET NOUN PUNCT ,ADV PRON DET PRON ADV PUNCT 
759,Do you have problems with your car again?,Yo duermo siempre de costasdo.,VERB PRON VERB NOUN ADP DET NOUN ADV PUNCT ,PRON VERB ADV ADP NOUN PUNCT 
760,I grew up in the countryside.,¿El coche tiene otra vez problemas?,PRON VERB PART ADP DET NOUN PUNCT ,PUNCT DET NOUN VERB DET NOUN NOUN PUNCT 
761,Is this seat taken?,Yo  crecí en el campo.,VERB DET NOUN VERB PUNCT ,PRON SPACE VERB ADP DET NOUN PUNCT 
762,"Socrates said, 'Know yourself.'",¿Hay lugar aquí?,NOUN VERB PUNCT PUNCT VERB PRON PUNCT PUNCT ,PUNCT AUX NOUN ADV PUNCT 
763,Don't be shy. Just act natural.,"Socrates dijo, “conócete a ti mismo. ”",VERB ADV VERB ADJ PUNCT ADV VERB ADJ PUNCT ,PROPN VERB PUNCT PROPN VERB ADP PRON DET PUNCT NOUN 
764,Do you feel you lost your freedom after getting married?,No seas tímido. Actuá de forma natural.,VERB PRON VERB PRON VERB DET NOUN ADP VERB VERB PUNCT ,ADV VERB ADJ PUNCT NOUN ADP NOUN ADJ PUNCT 
765,Jajangmyeon is a very popular Chinese dish.,¿Siente que ha perdido la livertad después de haberse casado?,PROPN VERB DET ADV ADJ ADJ NOUN PUNCT ,PUNCT VERB SCONJ AUX VERB DET NOUN ADV ADP NOUN ADJ PUNCT 
766,Can I ride my bicycle outside?,Jajangmyeon es un plato chino muy popular.,VERB PRON VERB DET NOUN ADV PUNCT ,PROPN AUX DET NOUN ADJ ADV ADJ PUNCT 
767,Do you often go to the movies?,¿Puedo andar en bicicleta afuera?,VERB PRON ADV VERB ADP DET NOUN PUNCT ,PUNCT AUX VERB ADP NOUN ADJ PUNCT 
768,"You graduated last year, didn't you?",¿Va a menudo a ver películas?,PRON VERB ADJ NOUN PUNCT VERB ADV PRON PUNCT ,PUNCT AUX ADP NOUN ADP VERB NOUN PUNCT 
769,Two big suitcases and a small one.,"¿Te graduastes el año pasado, no?",NUM ADJ NOUN CCONJ DET ADJ NUM PUNCT ,PUNCT DET ADJ DET NOUN ADJ PUNCT ADV PUNCT 
770,Would you like a cup of coffee?,Dos maletas grandes y uno pequeño.,VERB PRON VERB DET NOUN ADP NOUN PUNCT ,NUM NOUN ADJ CONJ PRON ADJ PUNCT 
771,Can you hear me well?,¿Tendria el gusto de tomar una taza de café?,VERB PRON VERB PRON ADJ PUNCT ,PUNCT VERB DET NOUN ADP VERB DET NOUN ADP NOUN PUNCT 
772,He speaks English very well.,Él habla inglés muy bien.,PRON VERB PROPN ADV ADV PUNCT ,PRON VERB ADJ ADV ADV PUNCT 
773,I feel so sleepy.,Siento tanto sueño.,PRON VERB ADV ADJ PUNCT ,VERB ADV NOUN PUNCT 
774,Stay here for a moment.,Permanece aquí por un momento.,VERB ADV ADP DET NOUN PUNCT ,VERB ADV ADP DET NOUN PUNCT 
775,Let me think for a while.,Déjeme pensar por un instante.,VERB PRON VERB ADP DET NOUN PUNCT ,VERB VERB ADP DET NOUN PUNCT 
776,Brush your teeth before sleeping.,Antes de dormir cepíllate los dientes.,PROPN DET NOUN ADP VERB PUNCT ,ADV ADP VERB ADP DET NOUN PUNCT 
777,Hold my hand.,Sostenga de mi mano.,VERB DET NOUN PUNCT ,VERB ADP DET NOUN PUNCT 
778,I came across it in a magazine.,Lo vi de casualidad en la revista.,PRON VERB ADP PRON ADP DET NOUN PUNCT ,DET VERB ADP NOUN ADP DET NOUN PUNCT 
779,I turned the page of the calendar.,Di vuelta la página del calendario.,PRON VERB DET NOUN ADP DET NOUN PUNCT ,VERB VERB DET NOUN ADP NOUN PUNCT 
780,Don't be angry. It was just for fun.,No se enoje. Era solo una broma.,VERB ADV VERB ADJ PUNCT PRON VERB ADV ADP NOUN PUNCT ,ADV PRON VERB PUNCT AUX ADV DET NOUN PUNCT 
781,I prefer red roses to yellow ones.,Prefiero rosas rojas en vez de amarillas.,PRON VERB ADJ NOUN ADP ADJ NOUN PUNCT ,VERB NOUN ADJ ADP NOUN ADP NOUN PUNCT 
782,Have you decided on the time and the place?,¿Has decidido el tiempo y el lugar?,VERB PRON VERB ADP DET NOUN CCONJ DET NOUN PUNCT ,PUNCT AUX VERB DET NOUN CONJ DET NOUN PUNCT 
783,My restaurant uses only fresh ingredients.,Nuestro restaurante utiliza solo ingredientes frescos.,DET NOUN VERB ADJ ADJ NOUN PUNCT ,DET NOUN VERB ADV NOUN ADJ PUNCT 
784,I'm finding this movie extremely boring.,Esta película es realmente aburrida.,PRON VERB VERB DET NOUN ADV ADJ PUNCT ,DET NOUN AUX ADV ADJ PUNCT 
785,This is so fun!,¡Esto está realmente divertido!,DET VERB ADV ADJ PUNCT ,PUNCT PRON AUX ADV ADJ PUNCT 
786,I inherited a huge property from my parents.,Heredé mucha herencia por parte de mis padres.,PRON VERB DET ADJ NOUN ADP DET NOUN PUNCT ,PROPN DET NOUN ADP NOUN ADP DET NOUN PUNCT 
787,Do I know you?,¿Me conoce?,VERB PRON VERB PRON PUNCT ,PUNCT PRON VERB PUNCT 
788,Look at that man over there.,Mire a esa persona.,VERB ADP DET NOUN ADV ADV PUNCT ,NOUN ADP DET NOUN PUNCT 
789,Look at that. A puppy with an injured leg!,Mira eso. ¡Un perrito se ha lastimado la pata!,VERB ADP DET PUNCT DET NOUN ADP DET ADJ NOUN PUNCT ,VERB PRON PUNCT PUNCT DET NOUN PRON AUX VERB DET NOUN PUNCT 
790,That place is always crowded with people.,Allí siempre se llena de gente.,DET NOUN VERB ADV VERB ADP NOUN PUNCT ,ADV ADV PRON VERB ADP NOUN PUNCT 
791,There's a gas station over there.,Allí hay una gasolinera. ,ADV VERB DET NOUN NOUN ADP ADV PUNCT ,ADV AUX DET NOUN PUNCT 
792,What are you going to do tomorrow evening?,¿Qué va a hacer mañana por la noche?,PRON VERB PRON VERB PART VERB NOUN NOUN PUNCT ,PUNCT PRON AUX ADP VERB ADV ADP DET NOUN PUNCT 
793,Put it down in that corner over there.,"Póngalo allí, en la esquina.",VERB PRON PART ADP DET NOUN ADP ADV PUNCT ,NOUN ADV PUNCT ADP DET NOUN PUNCT 
794,"Write down your name here, please.","Escriba su nombre aquí, por favor.",VERB PART DET NOUN ADV PUNCT INTJ PUNCT ,ADV DET NOUN ADV PUNCT ADP NOUN PUNCT 
795,There are few men working at my company.,Hay pocas personas que trabajan en mi compañía.,ADV VERB ADJ NOUN VERB ADP DET NOUN PUNCT ,AUX DET NOUN PRON VERB ADP DET NOUN PUNCT 
796,The store that was here before is now gone.,El almacén que estaba antes aquí desapereció.,DET NOUN DET VERB ADV ADV VERB ADV VERB PUNCT ,DET NOUN PRON AUX ADV ADV VERB PUNCT 
797,Our university boasts a tradition that goes back 100 years.,Nuestra universidad se enorgullese de sus 100 años de tradición.,DET NOUN VERB DET NOUN DET VERB ADV NUM NOUN PUNCT ,DET NOUN PRON VERB ADP PRON NUM NOUN ADP NOUN PUNCT 
798,Please tell him Hyean called.,Por favor dígale que  Hyean la ha llamado.,INTJ VERB PRON PROPN VERB PUNCT ,ADP NOUN VERB SCONJ SPACE PROPN PRON AUX VERB PUNCT 
799,He seemed to be a completely different person.,Él parecía ser una persona totalmente diferente.,PRON VERB PART VERB DET ADV ADJ NOUN PUNCT ,PRON AUX AUX DET NOUN ADV ADJ PUNCT 
800,Call 911!,¡Llamá al 911!,VERB NUM PUNCT ,PUNCT PROPN ADP NUM PUNCT 
801,Can I have your phone number?,¿Me enseñas tu número de teléfono?,VERB PRON VERB DET NOUN NOUN PUNCT ,PUNCT PRON VERB DET NOUN ADP NOUN PUNCT 
802,"When she was young, she was really beautiful.","Cuando ella era joven, era realmente hermosa.",ADV PRON VERB ADJ PUNCT PRON VERB ADV ADJ PUNCT ,SCONJ PRON AUX ADJ PUNCT AUX ADV ADJ PUNCT 
803,I got five points taken off for being late.,Me bajaron 5 puntos por haber llegado tarde.,PRON VERB NUM NOUN VERB PART ADP VERB ADV PUNCT ,PRON VERB NUM NOUN ADP AUX AUX ADV PUNCT 
804,Lunch is on me.,El almuerzo lo pago yo.,NOUN VERB ADP PRON PUNCT ,DET NOUN PRON VERB PRON PUNCT 
805,We have an hour-long lunch break.,La hora del almuerzo es durante una hora.,PRON VERB DET NOUN PUNCT ADJ NOUN NOUN PUNCT ,DET NOUN ADP NOUN AUX ADP DET NOUN PUNCT 
806,"More and more, young people nowadays go abroad to study.","Cada vez más, la gente joven va al extranjero por sus estudios.",ADJ CCONJ ADV PUNCT ADJ NOUN ADV VERB ADV PART VERB PUNCT ,DET NOUN ADV PUNCT DET NOUN ADJ VERB ADP NOUN ADP DET NOUN PUNCT 
807,Can you pick up the noodles using your chopsticks?,¿Puedes tomar los tallarines usando los palillos?,VERB PRON VERB PART DET NOUN VERB DET NOUN PUNCT ,PUNCT AUX VERB DET NOUN VERB DET NOUN PUNCT 
808,It'll take about two minutes.,Tomará cerca de dos minutos.,PRON AUX VERB ADV NUM NOUN PUNCT ,VERB ADV ADP NUM NOUN PUNCT 
809,Is there a bus stop near here?,¿Hay una parada de autobús cerca de aquí?,VERB ADV DET NOUN NOUN ADV ADV PUNCT ,PUNCT AUX DET NOUN ADP NOUN ADV ADP ADV PUNCT 
810,I'm really tired now.,Ahora estoy realmente cansado.,PRON VERB ADV ADJ ADV PUNCT ,ADV AUX ADV ADJ PUNCT 
811,A sound mind in a sound body,Una mente sana en un cuerpo sano.,DET ADJ NOUN ADP DET ADJ NOUN ,DET NOUN ADJ ADP DET NOUN ADJ PUNCT 
812,You set the time for us.,Usted decide el horario.,PRON VERB DET NOUN ADP PRON PUNCT ,PRON VERB DET NOUN PUNCT 
813,What time is the exact departure time?,¿A qué hora parte exactamente?,DET NOUN VERB DET ADJ NOUN NOUN PUNCT ,PUNCT ADP PRON NOUN VERB ADV PUNCT 
814,Let's get it right this time.,Esta vez hagámoslo bien.,VERB PRON VERB PRON ADJ DET NOUN PUNCT ,DET NOUN CONJ ADV PUNCT 
815,I like Beethoven the best.,A mi Beethoven es el que más me gusta.,PRON VERB PROPN DET ADJ PUNCT ,ADP DET PROPN AUX DET PRON ADV PRON VERB PUNCT 
816,"Just a little more, please.","Deme un poco más, por favor.",ADV DET ADJ ADJ PUNCT INTJ PUNCT ,VERB DET ADV ADV PUNCT ADP NOUN PUNCT 
817,The police are investigating the incident.,La policía está investigando el incidente.,DET NOUN VERB VERB DET NOUN PUNCT ,DET NOUN AUX VERB DET NOUN PUNCT 
818,Be careful not to catch a cold.,Tenga cuidado con el resfrío.,VERB ADJ ADV PART VERB DET NOUN PUNCT ,VERB NOUN ADP DET NOUN PUNCT 
819,"Yes, it's a quiet room with a fine view of the ocean.",Es un cuarto silencioso con vista al mar.,INTJ PUNCT PRON VERB DET ADJ NOUN ADP DET ADJ NOUN ADP DET NOUN PUNCT ,AUX DET NOUN ADJ ADP NOUN ADP NOUN PUNCT 
820,What do you plan to do after you graduate from university?,¿Qué vas a  hacer después de graduarte de la universidad?,PRON VERB PRON VERB PART VERB ADP PRON VERB ADP NOUN PUNCT ,PUNCT DET NOUN ADP SPACE VERB ADV ADP NOUN ADP DET NOUN PUNCT 
821,"Bring some wine, please.","Traiga un poco de vino, por favor.",VERB DET NOUN PUNCT INTJ PUNCT ,VERB DET PRON ADP NOUN PUNCT ADP NOUN PUNCT 
822,We have freedom of religion.,Tenemos libertad de religión.,PRON VERB NOUN ADP NOUN PUNCT ,VERB NOUN ADP NOUN PUNCT 
823,There are so many kinds of food that I can't decide what to eat first.,Hay tantas clases de comidas que no puedo decidir cuál comer primero.,ADV VERB ADV ADJ NOUN ADP NOUN DET PRON AUX ADV VERB PRON PART VERB ADV PUNCT ,AUX DET NOUN ADP NOUN PRON ADV AUX AUX PRON VERB ADV PUNCT 
824,Fold the paper in half.,Doble el papel por la mitad.,VERB DET NOUN ADP NOUN PUNCT ,ADJ DET NOUN ADP DET NOUN PUNCT 
825,"I hope the weather is nice tomorrow, too. ",Espero que mañana el tiempo sea agradable también.,PRON VERB DET NOUN VERB ADJ NOUN PUNCT ADV PUNCT ,VERB SCONJ ADV DET NOUN AUX ADJ ADV PUNCT 
826,Do you like comic books?,¿Te gustan los libros cómicos?,VERB PRON VERB ADJ NOUN PUNCT ,PUNCT PRON VERB DET NOUN ADJ PUNCT 
827,Sorry I'm late.,"Perdón, he llegado tarde.",INTJ PRON VERB ADJ PUNCT ,NOUN PUNCT AUX VERB ADV PUNCT 
828,I gave her a watch for her birthday.,Le di a Hian un reloj para su cumpleaños.,PRON VERB PRON DET NOUN ADP DET NOUN PUNCT ,PRON VERB ADP PROPN DET NOUN ADP DET NOUN PUNCT 
829,Do you know what pandas mostly eat?,¿Sabes qué comen generalmente los pandas?,VERB PRON VERB PRON NOUN ADV VERB PUNCT ,PUNCT VERB PRON VERB ADV DET NOUN PUNCT 
830,Are you free this weekend?,¿Tienes tiempo este fin de semana?,VERB PRON ADJ DET NOUN PUNCT ,PUNCT VERB NOUN DET NOUN ADP NOUN PUNCT 
831,I'll give you my e-mail address.,Le daré mi dirección de E-mail.,PRON AUX VERB PRON DET NOUN PUNCT NOUN NOUN PUNCT ,PRON VERB DET NOUN ADP PROPN PUNCT NOUN PUNCT 
832,"Sorry, we have no orange juice today.","Discúlpeme, pero hoy no tenemos jugo de naranja.",INTJ PUNCT PRON VERB DET NOUN NOUN NOUN PUNCT ,VERB PUNCT CONJ ADV ADV VERB NOUN ADP NOUN PUNCT 
833,You shouldn't run around the pool like that.,"Ten cuidado, no debes correr al rededor de la piscina.",PRON AUX ADV VERB ADP DET NOUN ADP DET PUNCT ,NOUN ADJ PUNCT ADV AUX VERB ADP NOUN ADP DET NOUN PUNCT 
834,Are you the owner of this car?,¿Es el dueño de este coche?,VERB PRON DET NOUN ADP DET NOUN PUNCT ,PUNCT AUX DET NOUN ADP DET NOUN PUNCT 
835,How about going on to the next topic?,¿Qué le parece pasar al siguiente tema?,ADV ADP VERB PART ADP DET ADJ NOUN PUNCT ,PUNCT PRON PRON AUX VERB ADP ADJ NOUN PUNCT 
836,Keep smoking and you'll probably die young.,Si sigues fumando te puedes morir joven.,VERB VERB CCONJ PRON AUX ADV VERB ADJ PUNCT ,SCONJ AUX VERB PRON AUX VERB ADJ PUNCT 
837,"In Korea, red means death.","En Corea, el rojo significa muerte.",ADP PROPN PUNCT ADJ VERB NOUN PUNCT ,ADP PROPN PUNCT DET NOUN VERB NOUN PUNCT 
838,Is there anything special that I should prepare?,¿Hay algo en especial para que yo prepare?,VERB ADV NOUN ADJ ADP PRON VERB VERB PUNCT ,PUNCT AUX PRON ADP ADJ ADP SCONJ PRON NOUN PUNCT 
839,"First of all, it is important to reduce your stress.","Primero de todo, es importante reducir la tensión.",ADV ADP DET PUNCT PRON VERB ADJ PART VERB DET NOUN PUNCT ,ADJ ADP PRON PUNCT AUX ADJ VERB DET NOUN PUNCT 
840,Don't chat during class.,No charlar durante clase.,VERB ADV VERB ADP NOUN PUNCT ,ADV VERB ADP NOUN PUNCT 
841,Things in China are so cheap.,Las cosas en China son tan baratas.,NOUN ADP PROPN VERB ADV ADJ PUNCT ,DET NOUN ADP PROPN AUX ADV ADJ PUNCT 
842,A lot of people are studying Chinese in Korea these days.,Actualmente hay muchas personas están estudiando el leguaje chino en Corea.,DET NOUN ADP NOUN VERB VERB PROPN ADP PROPN DET NOUN PUNCT ,ADV AUX DET NOUN AUX VERB DET NOUN ADJ ADP PROPN PUNCT 
843,My house is located in the center of Seoul.,Mi casa está situada en el centro de Seul.,DET NOUN VERB VERB ADP DET NOUN ADP PROPN PUNCT ,DET NOUN AUX ADJ ADP DET NOUN ADP PROPN PUNCT 
844,Is Dokdo an important island?,¿Es Dokdo una isla importante?,VERB PROPN DET ADJ NOUN PUNCT ,PUNCT AUX PROPN DET NOUN ADJ PUNCT 
845,My mom teaches art at a junior high school.,Mi mamá es profesora de arte en el colegio secundario.,DET NOUN VERB NOUN ADP DET ADJ ADJ NOUN PUNCT ,DET NOUN AUX NOUN ADP NOUN ADP DET NOUN ADJ PUNCT 
846,Do many junior high school students smoke?,¿Muchos estudiantes secundarios fuman?,VERB ADJ ADJ ADJ NOUN NOUN VERB PUNCT ,PUNCT DET NOUN ADJ VERB PUNCT 
847,Children's day is one of the happiest times in a year for children.,El Día de los Niños es uno de los días más felices del año para los niños.,PROPN PART NOUN VERB NUM ADP DET ADJ NOUN ADP DET NOUN ADP NOUN PUNCT ,DET PROPN ADP DET PROPN AUX PRON ADP DET NOUN ADV ADJ ADP NOUN ADP DET NOUN PUNCT 
848,What kind of food do you enjoy?,¿Qué clase de alimentos disfruta comer?,DET NOUN ADP NOUN VERB PRON VERB PUNCT ,PUNCT DET NOUN ADP NOUN VERB VERB PUNCT 
849,Do you carry your money in a wallet?,¿Lleva dinero en su billetera?,VERB PRON VERB DET NOUN ADP DET NOUN PUNCT ,PUNCT VERB NOUN ADP DET NOUN PUNCT 
850,Where are you now?,¿Dónde estás ahora?,ADV VERB PRON ADV PUNCT ,PUNCT PRON VERB ADV PUNCT 
851,Does this bus pass by the Plaza Hotel?,¿Este autobús pasa por el Hotel Plaza?,VERB DET NOUN NOUN ADP DET PROPN PROPN PUNCT ,PUNCT DET NOUN VERB ADP DET PROPN PROPN PUNCT 
852,All will be forgotten as time goes by.,Si el tiempo pasa todo será olvidado.,DET VERB VERB VERB ADP NOUN VERB ADV PUNCT ,SCONJ DET NOUN VERB PRON AUX VERB PUNCT 
853,Your pranks have gone too far.,Sus bromas han ido demasiado lejos.,DET NOUN VERB VERB ADV ADV PUNCT ,DET NOUN AUX VERB ADV ADV PUNCT 
854,This song was released last month.,Esta canción salió el mes pasado.,DET NOUN VERB VERB ADJ NOUN PUNCT ,DET NOUN VERB DET NOUN ADJ PUNCT 
855,Didn't we talk just last week?,¿No hablamos la semana pasada?,VERB ADV PRON VERB ADV ADJ NOUN PUNCT ,PUNCT ADV VERB DET NOUN ADJ PUNCT 
856,The company went bankrupt last year.,La compañía fracasó el año pasado.,DET NOUN VERB ADJ ADJ NOUN PUNCT ,DET NOUN VERB DET NOUN ADJ PUNCT 
857,How did you spend your vacation?,¿Cómo pasastes tus vacaciones?,ADV VERB PRON VERB DET NOUN PUNCT ,PUNCT PRON ADJ DET NOUN PUNCT 
858,I'll show you on the map.,Le enseñaré viendo el mapa.,PRON AUX VERB PRON ADP DET NOUN PUNCT ,PRON VERB VERB DET NOUN PUNCT 
859,Clear everything off your desk except for your pencils and erasers.,Despejar todo del escritorio a excepción del lápiz y el borrador.,ADJ NOUN ADP DET NOUN ADP ADP DET NOUN CCONJ NOUN PUNCT ,VERB DET ADP NOUN ADP NOUN ADP NOUN CONJ DET NOUN PUNCT 
860,Removing makeup is more important than putting it on.,Es más importante borrar el maquillaje en vez de maquillarte.,VERB NOUN VERB ADV ADJ ADP VERB PRON PART PUNCT ,AUX ADV ADJ VERB DET NOUN ADP NOUN ADP NOUN PUNCT 
861,I've never seen you keep any promises.,Nunca te pude ver que cumplieras una promesa.,PRON VERB ADV VERB PRON VERB DET NOUN PUNCT ,ADV PRON AUX VERB SCONJ NOUN DET NOUN PUNCT 
862,Shops are in the basement.,Las tiendas están en el sótano.,NOUN VERB ADP DET NOUN PUNCT ,DET NOUN AUX ADP DET NOUN PUNCT 
863,I lost my wallet on the subway.,Perdí mi billetera en el subterráneo.,PRON VERB DET NOUN ADP DET NOUN PUNCT ,VERB DET NOUN ADP DET NOUN PUNCT 
864,Why don't you talk to him directly?,¿Por qué no hablas con él directamente?,ADV VERB ADV PRON VERB ADP PRON ADV PUNCT ,PUNCT ADP PRON ADV NOUN ADP PRON ADV PUNCT 
865,You know I hate that question.,Sabes que no me gusta esa pregunta.,PRON VERB PRON VERB DET NOUN PUNCT ,VERB SCONJ ADV PRON VERB DET NOUN PUNCT 
866,I'll drive you home.,Te llevaré hasta tu casa.,PRON AUX VERB PRON ADV PUNCT ,PRON VERB ADP DET NOUN PUNCT 
867,This fish tastes pretty salty.,Este pescado esta muy salado.,DET NOUN VERB ADV ADJ PUNCT ,DET NOUN DET ADV ADJ PUNCT 
868,She has short hair and wears glasses.,Ella tiene pelo corto y usa anteojos.,PRON VERB ADJ NOUN CCONJ VERB NOUN PUNCT ,PRON VERB NOUN ADJ CONJ VERB NOUN PUNCT 
869,Which way is south?,¿En qué dirección está el sur?,DET NOUN VERB ADJ PUNCT ,PUNCT ADP DET NOUN AUX DET NOUN PUNCT 
870,Stew doesn't taste good when it is cold.,El guisado no es rico cuando se pone frío.,PROPN VERB ADV VERB ADJ ADV PRON VERB ADJ PUNCT ,DET NOUN ADV AUX ADJ SCONJ PRON VERB NOUN PUNCT 
871,Stamp your seal here.,Estampar tu sello aquí.,VERB DET NOUN ADV PUNCT ,VERB DET NOUN ADV PUNCT 
872,Coffee? Or tea?,¿Café? O ¿té?,NOUN PUNCT CCONJ NOUN PUNCT ,PUNCT NOUN PUNCT CONJ PUNCT PRON PUNCT 
873,Pull the car over right now!,¡Para ya el coche!,VERB DET NOUN PART ADV ADV PUNCT ,PUNCT ADP ADV DET NOUN PUNCT 
874,"If you keep in order, it will soon be your turn.","Si mantienes el orden, pronto será tu turno.",ADP PRON VERB ADP NOUN PUNCT PRON VERB ADV VERB DET NOUN PUNCT ,SCONJ NOUN DET NOUN PUNCT ADV AUX DET NOUN PUNCT 
875,That's really strange.,Eso es realmente extraño.,DET VERB ADV ADJ PUNCT ,PRON AUX ADV ADJ PUNCT 
876,I am so nervous I barely stand it.,Estoy tan nervioso que no lo puedo aguantar.,PRON VERB ADV ADJ PRON ADV VERB PRON PUNCT ,AUX ADV ADJ SCONJ ADV PRON AUX VERB PUNCT 
877,"Excuse me, but I think I have the window seat.","Disculpe, pero me parece que el asiento de la ventana me pertence.",VERB PRON PUNCT CCONJ PRON VERB PRON VERB DET NOUN NOUN PUNCT ,PROPN PUNCT CONJ PRON VERB SCONJ DET NOUN ADP DET NOUN PRON VERB PUNCT 
878,Stop searching. I found it!,Para de buscar. Yo lo encontré.,VERB VERB PUNCT PRON VERB PRON PUNCT ,ADP ADP VERB PUNCT PRON PRON VERB PUNCT 
879,Search thoroughly.,Busca bien a fondo.,PROPN ADV PUNCT ,VERB ADV ADP NOUN PUNCT 
880,Sprinkle salt on the vegetables.,Rocear la sal en los vegetales.,ADJ NOUN ADP DET NOUN PUNCT ,VERB DET NOUN ADP DET NOUN PUNCT 
881,Thank you for lending me the book.,Gracias por prestarme el libro.,VERB PRON ADP VERB PRON DET NOUN PUNCT ,NOUN ADP NOUN DET NOUN PUNCT 
882,I put a frog in my teacher's desk.,Yo soy quien puso la rana en el escritorio de la profesora.,PRON VERB DET NOUN ADP DET NOUN PART NOUN PUNCT ,PRON AUX PRON VERB DET NOUN ADP DET NOUN ADP DET NOUN PUNCT 
883,I'll take personal responsibility for it.,Yo personalmente asumiré la responsabilidad.,PRON AUX VERB ADJ NOUN ADP PRON PUNCT ,PRON ADV VERB DET NOUN PUNCT 
884,Is it your first trip to China?,¿Es tu primer viaje a China?,VERB PRON DET ADJ NOUN ADP PROPN PUNCT ,PUNCT AUX DET ADJ NOUN ADP PROPN PUNCT 
885,"Speak a little more slowly, please.","Podría hablar un poco más lento, por favor.",VERB DET ADJ ADV ADV PUNCT INTJ PUNCT ,AUX VERB DET ADV ADV ADJ PUNCT ADP NOUN PUNCT 
886,Those jeans are all the rage these days.,Estos días los vaqueros no están de moda.,DET NOUN VERB DET DET NOUN DET NOUN PUNCT ,DET NOUN DET NOUN ADV AUX ADP NOUN PUNCT 
887,Do you still clean your house by yourself?,¿Sigue limpiando solo la casa?,VERB PRON ADV VERB DET NOUN ADP PRON PUNCT ,PUNCT AUX VERB ADV DET NOUN PUNCT 
888,How many seconds does it take you to run 100 meters?,¿En cuántos segundos corre 100 metros?,ADV ADJ NOUN VERB PRON VERB PRON PART VERB NUM NOUN PUNCT ,PUNCT ADP NOUN NOUN VERB NUM NOUN PUNCT 
