,english,spanish,en_poss,en_tags,es_poss,es_tags
368,The ship sank to the bottom of the sea.,La nave se hundió al fondo del mar.,DET NOUN VERB ADP DET NOUN ADP DET NOUN PUNCT ,DT NN VBD IN DT NN IN DT NN . ,DET NOUN PRON VERB ADP NOUN ADP NOUN PUNCT ,DT NN PRP VBD IN NN IN NN . 
369,Do you know how to change a tire?,¿Sabes cambiar un neumático?,VERB PRON VERB ADV PART VERB DET NOUN PUNCT ,VBP PRP VB WRB TO VB DT NN . ,PUNCT AUX VERB DET NOUN PUNCT ,. VBP TO VB DT NN . 
370,The lights changed to green.,Las luces se cambiaron a verde.,DET NOUN VERB ADP ADJ PUNCT ,DT NNS VBD IN JJ . ,DET NOUN PRON VERB ADP ADJ PUNCT ,DT NNS PRP VBD IN JJ . 
371,I would like to go to the sea with my friends in the winter.,Quisiera ir al mar con mis amigos en el invierno.,PRON VERB VERB PART VERB ADP DET NOUN ADP DET NOUN ADP DET NOUN PUNCT ,PRP MD VB TO VB IN DT NN IN PRP$ NNS IN DT NN . ,VERB VERB ADP NOUN ADP DET NOUN ADP DET NOUN PUNCT ,VBD TO VB IN NN IN PRP$ NNS IN DT NN . 
372,I hope you will get better soon.,Espero que pronto consigas ponerte mejor.,PRON VERB PRON VERB VERB ADJ ADV PUNCT ,PRP VBP PRP MD VB JJR RB . ,VERB SCONJ ADV VERB PRON ADJ PUNCT ,VBP IN RB VBP DT JJ . 
373,A couple was looking at each other lovingly.,Cierta pareja se están mirando cariñosamente.,DET NOUN VERB VERB ADP DET ADJ ADV PUNCT ,DT NN VBD VBG IN DT JJ RB . ,DET NOUN PRON AUX VERB ADV PUNCT ,DT NN PRP VBP VBG RB . 
374,The wind has stopped.,El viento ha parado.,DET NOUN VERB VERB PUNCT ,DT NN VBZ VBN . ,DET NOUN AUX VERB PUNCT ,DT NN VBZ VBN . 
375,The game was canceled because of the rain.,El partido fue cancelado debido a la lluvia.,DET NOUN VERB VERB ADP ADP DET NOUN PUNCT ,DT NN VBD VBN IN IN DT NN . ,DET NOUN AUX VERB ADJ ADP DET NOUN PUNCT ,DT NN VBD VBN JJ IN DT NN . 
376,I'm coming right away.,Estoy llendo enseguida. ,PRON VERB VERB ADV ADV PUNCT ,PRP VBP VBG RB RB . ,AUX VERB ADV PUNCT ,VBP VBG RB . 
377,Why are you so busy these days?,¿Por qué estás tan ocupado ultimamente?,ADV VERB PRON ADV ADJ DET NOUN PUNCT ,WRB VBP PRP RB JJ DT NNS . ,PUNCT ADP PRON AUX ADV ADJ ADV PUNCT ,. IN WP VBP RB JJ RB . 
378,I found a nice pair of pants to match my sweater.,Encontré unos pantalones que hace juego con mi suéter.,PRON VERB DET ADJ NOUN ADP NOUN PART VERB DET NOUN PUNCT ,PRP VBD DT JJ NN IN NNS TO VB PRP$ NN . ,VERB DET NOUN PRON VERB NOUN ADP DET NOUN PUNCT ,VBD DT NNS DT VBZ NN IN PRP$ NN . 
379,Have you been to the national museum in Kwacheon?,¿Has estado en el museo nacional en Kwacheon?,VERB PRON VERB ADP DET ADJ NOUN ADP PROPN PUNCT ,VBP PRP VBN IN DT JJ NN IN NNP . ,PUNCT AUX VERB ADP DET NOUN ADJ ADP PROPN PUNCT ,. VBP VBN IN DT NN JJ IN NNP . 
380,Is it snowing outside?,¿Está nevando afuera?,VERB PRON VERB ADV PUNCT ,VBZ PRP VBG RB . ,PUNCT AUX VERB ADV PUNCT ,. VBZ VBG RB . 
381,Mix in half a cup of water.,Vierte media taza de agua y bate.,VERB ADP DET DET NOUN ADP NOUN PUNCT ,VB IN PDT DT NN IN NN . ,PROPN NUM NOUN ADP NOUN CCONJ NOUN PUNCT ,NNP PDT NN IN NN CC NN . 
382,They were in the same class in fifth grade.,Estaban en la misma clase en quinto grado.,PRON VERB ADP DET ADJ NOUN ADP ADJ NOUN PUNCT ,PRP VBD IN DT JJ NN IN JJ NN . ,VERB ADP DET DET NOUN ADP ADJ NOUN PUNCT ,VBD IN DT DT NN IN JJ NN . 
383,Glad to meet you.,Gusto en conocerlo. ,ADJ PART VERB PRON PUNCT ,JJ TO VB PRP . ,NOUN ADP NOUN PUNCT ,NN IN NN . 
384,My sister is the complete opposite of me.,Mi hermana es completamente opuesta a mí.,DET NOUN VERB DET ADJ NOUN ADP PRON PUNCT ,PRP$ NN VBZ DT JJ NN IN PRP . ,DET NOUN AUX ADV ADJ ADP PRON PUNCT ,PRP$ NN VBZ RB JJ IN PRP . 
385,I get dozens of spam mail everyday.,Recibo docenas de correos no desados diariamente.,PRON VERB NOUN ADP NOUN NOUN NOUN PUNCT ,PRP VBP NNS IN NN NN NN . ,NOUN NOUN ADP NOUN ADV ADJ ADV PUNCT ,NNP NNS IN NNS RB VBN RB . 
386,I'll take it as a compliment.,Lo tomaré como elogio.,PRON AUX VERB PRON ADP DET NOUN PUNCT ,PRP MD VB PRP IN DT NN . ,PRON VERB SCONJ NOUN PUNCT ,PRP MD VB IN NN . 
387,Somebody stepped on my foot.,Alguien caminó en mi pie.,NOUN VERB ADP DET NOUN PUNCT ,NN VBD IN PRP$ NN . ,PRON VERB ADP DET NOUN PUNCT ,NN VBD IN PRP$ NN . 
388,The city has developed rapidly over the past 20 years.,La ciudad ha progresado rápidamente durante los últimos 20 años.,DET NOUN VERB VERB ADV ADP DET ADJ NUM NOUN PUNCT ,DT NN VBZ VBN RB IN DT JJ CD NNS . ,DET NOUN AUX VERB ADV ADP DET ADJ NUM NOUN PUNCT ,DT NN VBZ VBN RB IN DT JJ CD NNS . 
389,No one knew such a big problem would occur.,Nadie hubiese sabido que iba a ocurrir un problema tan grande.,DET NOUN VERB DET DET ADJ NOUN VERB VERB PUNCT ,DT NN VBD PDT DT JJ NN MD VB . ,PRON AUX VERB SCONJ AUX ADP VERB DET NOUN ADV ADJ PUNCT ,NN VBD VBN IN VBD IN TO VB DT NN RB JJ . 
390,There are two pronunciations of this word.,Hay dos pronunciaciones en esta palabra.,ADV VERB NUM NOUN ADP DET NOUN PUNCT ,EX VBP CD NNS IN DT NN . ,AUX NUM NOUN ADP DET NOUN PUNCT ,VBZ CD NNS IN DT NN . 
391,The desk lamp is so bright it hurts my eyes.,La lámpara del escritorio es tan luminoso que  lastima mis ojos.,DET NOUN NOUN VERB ADV ADJ PRON VERB DET NOUN PUNCT ,DT NN NN VBZ RB JJ PRP VBZ PRP$ NNS . ,DET NOUN ADP NOUN AUX ADV ADJ PRON SPACE VERB DET NOUN PUNCT ,DT NN IN NN VBZ RB JJ DT _SP VBZ PRP$ NNS . 
392,I sleep during the day and wake up at night.,Duermo durante el día y me despierto a la noche.,PRON VERB ADP DET NOUN CCONJ VERB PART ADP NOUN PUNCT ,PRP VBP IN DT NN CC VB RP IN NN . ,VERB ADP DET NOUN CCONJ PRON VERB ADP DET NOUN PUNCT ,VBP IN DT NN CC PRP VBP IN DT NN . 
393,How about some more rice?,¿Qué tal un poco más de arroz?,ADV ADP DET ADJ NOUN PUNCT ,WRB IN DT JJR NN . ,PUNCT PRON NOUN DET ADV ADV ADP NOUN PUNCT ,. WP NNP DT RB RB IN NN . 
394,I want to have a meeting in this room.,Deseo tener una reunión en este cuarto.,PRON VERB PART VERB DET NOUN ADP DET NOUN PUNCT ,PRP VBP TO VB DT NN IN DT NN . ,VERB VERB DET NOUN ADP DET NOUN PUNCT ,VBP TO VB DT NN IN DT NN . 
395,Isn't there a quicker way to become rich?,¿No hay una manera más rápida de llegar a ser rico?,VERB ADV ADV DET ADJ NOUN PART VERB ADJ PUNCT ,VBZ RB EX DT JJR NN TO VB JJ . ,PUNCT ADV AUX DET NOUN ADV ADJ ADP AUX ADP AUX ADJ PUNCT ,. RB VBZ DT NN RB JJ IN TO VB IN TO VB JJ . 
396,I have to do this vacation homework today.,Hoy tengo que hacer  la tarea de vacaciones.,PRON VERB PART VERB DET NOUN NOUN NOUN PUNCT ,PRP VBP TO VB DT NN NN NN . ,ADV VERB SCONJ VERB SPACE DET NOUN ADP NOUN PUNCT ,RB VBP IN TO VB _SP DT NN IN NNS . 
397,I am so hungry that my stomach is growling.,Tengo tan hambre que mi estómago está gruñiendo.,PRON VERB ADV ADJ ADP DET NOUN VERB VERB PUNCT ,PRP VBP RB JJ IN PRP$ NN VBZ VBG . ,VERB ADV NOUN SCONJ DET NOUN AUX VERB PUNCT ,VBP RB NN IN PRP$ NN VBZ VBG . 
398,Please get off the ship carefully.,Descender cuidadosamente de la  nave.,INTJ VERB ADP DET NOUN ADV PUNCT ,UH VB IN DT NN RB . ,VERB ADV ADP DET SPACE NOUN PUNCT ,TO VB RB IN DT _SP NN . 
399,I developed a stomachache after I ate the pear in the ship.,Comí una pera en la nave y ahora me duele el estómago.,PRON VERB DET NOUN ADP PRON VERB DET NOUN ADP DET NOUN PUNCT ,PRP VBD DT NN IN PRP VBD DT NN IN DT NN . ,VERB DET NOUN ADP DET NOUN CCONJ ADV PRON VERB DET NOUN PUNCT ,VBP DT NN IN DT NN CC RB PRP VBZ DT NN . 
400,I am so hungry. I can eat a horse.,Tengo tan hambre que hasta puedo comerme un caballo.,PRON VERB ADV ADJ PUNCT PRON VERB VERB DET NOUN PUNCT ,PRP VBP RB JJ . PRP MD VB DT NN . ,VERB ADV NOUN SCONJ ADP AUX VERB DET NOUN PUNCT ,VBP RB NN IN IN VBP TO VB DT NN . 
401,"I'm so full, I can't eat any more.",Estoy tan completo que ya no puedo comer más. ,PRON VERB ADV ADJ PUNCT PRON AUX ADV VERB ADV ADV PUNCT ,"PRP VBP RB JJ , PRP MD RB VB RB RBR . ",AUX ADV ADJ SCONJ ADV ADV AUX VERB ADV PUNCT ,VBP RB JJ IN RB RB VBP TO VB RB . 
402,My new year's resolution is to learn how to drive.,Mi resolución del Año Nuevo es aprender a conducir.,DET ADJ NOUN PART NOUN VERB PART VERB ADV PART VERB PUNCT ,PRP$ JJ NN POS NN VBZ TO VB WRB TO VB . ,DET NOUN ADP PROPN ADJ AUX AUX ADP VERB PUNCT ,PRP$ NN IN NNP JJ VBZ TO VB IN TO VB . 
403,Let's go shopping at the department store.,Vayamos a hacer compras en el almacén grande.,VERB PRON VERB VERB ADP DET NOUN NOUN PUNCT ,VB PRP VB VBG IN DT NN NN . ,AUX ADP VERB NOUN ADP DET NOUN ADJ PUNCT ,VBP IN TO VB NNS IN DT NN JJ . 
404,Somebody threw away the gabage.,Alguien tiró la basura.,NOUN VERB ADV DET NOUN PUNCT ,NN VBD RB DT NN . ,PRON VERB DET NOUN PUNCT ,NN VBD DT NN . 
405,Get on the bus for Seoul.,Coger un autobús que va para Seoul.,VERB ADP DET NOUN ADP PROPN PUNCT ,VB IN DT NN IN NNP . ,VERB DET NOUN PRON VERB ADP PROPN PUNCT ,TO VB DT NN DT VBZ IN NNP . 
406,I take a shower twice a day.,Tomo una ducha dos veces al día.,PRON VERB DET NOUN ADV DET NOUN PUNCT ,PRP VBP DT NN RB DT NN . ,VERB DET NOUN NUM NOUN ADP NOUN PUNCT ,VBP DT NN CD NNS IN NN . 
407,You dialed the wrong number.,Marcaste a un número incorrecto.,PRON VERB DET ADJ NOUN PUNCT ,PRP VBD DT JJ NN . ,PROPN ADP DET NOUN ADJ PUNCT ,NNP IN DT NN JJ . 
408,I'll take care of the children if you make money.,Tú ganas dinero y yo me haré cargo de lo niños.,PRON AUX VERB NOUN ADP DET NOUN ADP PRON VERB NOUN PUNCT ,PRP MD VB NN IN DT NNS IN PRP VBP NN . ,PRON NOUN NOUN CCONJ PRON PRON VERB NOUN ADP DET NOUN PUNCT ,PRP NNS NN CC PRP PRP MD VB NN IN DT NNS . 
409,Are you leaving already?,¿Ya te estás yendo?,VERB PRON VERB ADV PUNCT ,VBP PRP VBG RB . ,PUNCT ADV PRON AUX VERB PUNCT ,. RB PRP VBP VBG . 
410,I've never broken the law.,Nunca quebranto la ley.,PRON VERB ADV VERB DET NOUN PUNCT ,PRP VB RB VBN DT NN . ,ADV NOUN DET NOUN PUNCT ,RB NN DT NN . 
411,Why don't you take off your hat?,¿Por qué no te sacas tu sombrero?,ADV VERB ADV PRON VERB PART DET NOUN PUNCT ,WRB VBP RB PRP VB RP PRP$ NN . ,PUNCT ADP PRON ADV PRON NOUN DET NOUN PUNCT ,. IN WP RB PRP NNS PRP$ NN . 
412,You've changed a lot.,Has cambiado mucho.,PRON VERB VERB DET NOUN PUNCT ,PRP VB VBN DT NN . ,AUX VERB ADV PUNCT ,VBP VBN RB . 
413,Why can't we see the stars during the day?,¿Por qué no podemos ver las estrellas durante el día?,ADV AUX ADV PRON VERB DET NOUN ADP DET NOUN PUNCT ,WRB MD RB PRP VB DT NNS IN DT NN . ,PUNCT ADP PRON ADV AUX VERB DET NOUN ADP DET NOUN PUNCT ,. IN WP RB VBP TO VB DT NNS IN DT NN . 
414,How do you feel? - Not good.,¿Cómo te sientes? - No muy bien.,ADV VERB PRON VERB PUNCT PUNCT ADV ADJ PUNCT ,WRB VBP PRP VB . : RB JJ . ,PUNCT PRON PRON VERB PUNCT PUNCT ADV ADV ADV PUNCT ,. WDT PRP VBP . SYM RB RB RB . 
415,I drank a whole bottle of wine and drove.,Bebí una botella entera de vino y conduje.,PRON VERB DET ADJ NOUN ADP NOUN CCONJ VERB PUNCT ,PRP VBD DT JJ NN IN NN CC VBD . ,VERB DET NOUN ADJ ADP NOUN CCONJ VERB PUNCT ,VBD DT NN JJ IN NN CC VBD . 
416,He suffered from a terrible disease last year.,Él sufrió de una enfermedad terrible el año pasado.,PRON VERB ADP DET ADJ NOUN ADJ NOUN PUNCT ,PRP VBD IN DT JJ NN JJ NN . ,PRON VERB ADP DET NOUN ADJ DET NOUN ADJ PUNCT ,PRP VBD IN DT NN JJ DT NNP JJ . 
417,My grandmother is in the hospital.,Mi abuela está en el hospital.,DET NOUN VERB ADP DET NOUN PUNCT ,PRP$ NN VBZ IN DT NN . ,DET NOUN VERB ADP DET NOUN PUNCT ,PRP$ NN VBZ IN DT NN . 
418,He sent 100 roses on my birthday.,Él envió 100 rosas en mi cumpleaños.,PRON VERB NUM NOUN ADP DET NOUN PUNCT ,PRP VBD CD NNS IN PRP$ NN . ,PRON VERB NUM NOUN ADP DET NOUN PUNCT ,PRP VBD CD NNS IN PRP$ NN . 
419,Stop looking in the mirror.,Para de mirarte en  el espejo.,VERB VERB ADP DET NOUN PUNCT ,VB VBG IN DT NN . ,ADP ADP NOUN ADP SPACE DET NOUN PUNCT ,IN IN NNP IN _SP DT NN . 
420,We should find a more practical way.,Debemos encontrar una manera más práctica.,PRON VERB VERB DET ADV ADJ NOUN PUNCT ,PRP MD VB DT RBR JJ NN . ,AUX VERB DET NOUN ADV ADJ PUNCT ,VBP TO VB DT NN RB JJ . 
421,You look sad today.,Pareces triste hoy.,PRON VERB ADJ NOUN PUNCT ,PRP VBP JJ NN . ,NOUN ADJ ADV PUNCT ,NNS JJ RB . 
422,What time do you usually go to bed?,¿Cuándo te vas a la cama usalmente?,DET NOUN VERB PRON ADV VERB ADP NOUN PUNCT ,WDT NN VBP PRP RB VB IN NN . ,PUNCT PRON PRON VERB ADP DET NOUN ADJ PUNCT ,. WDT PRP VBP IN DT NN JJ . 
423,This necklace will protect you.,Este collar te protegerá.,DET NOUN VERB VERB PRON PUNCT ,DT NN MD VB PRP . ,DET NOUN PRON VERB PUNCT ,DT NN PRP MD VB . 
424,Don't make things more complicated.,No hacer las cosas aun más complicadas.,VERB ADV VERB NOUN ADV ADJ PUNCT ,VB RB VB NNS RBR JJ . ,ADV VERB DET NOUN ADV ADV ADJ PUNCT ,RB TO VB DT NNS RB RB JJ . 
425,Do you have a ballpoint pen?,¿Tienes un bolígrafo?,VERB PRON VERB DET NOUN NOUN PUNCT ,VBP PRP VB DT NN NN . ,PUNCT VERB DET NOUN PUNCT ,. VBP DT NN . 
426,Winter is gone and spring is arriving.,Se va el invierno y la primavera está llegando.,NOUN VERB VERB CCONJ NOUN VERB VERB PUNCT ,NN VBZ VBN CC NN VBZ VBG . ,PRON VERB DET NOUN CCONJ DET NOUN AUX VERB PUNCT ,PRP VBZ DT NN CC DT NN VBZ VBG . 
427,This cat has very soft fur.,El pelo de este gato es muy  suave.,DET NOUN VERB ADV ADJ NOUN PUNCT ,DT NN VBZ RB JJ NN . ,DET NOUN ADP DET NOUN AUX ADV SPACE ADJ PUNCT ,DT NN IN DT NN VBZ RB _SP JJ . 
428,I heard someone calling my name.,Oí a alguien llamar mi nombre.,PRON VERB NOUN VERB DET NOUN PUNCT ,PRP VBD NN VBG PRP$ NN . ,VERB ADP PRON VERB DET NOUN PUNCT ,VBD IN NN TO VB PRP$ NN . 
429,She lost her parents in a car accident.,Ella perdió a sus padres en un accidente de coche.,PRON VERB DET NOUN ADP DET NOUN NOUN PUNCT ,PRP VBD PRP$ NNS IN DT NN NN . ,PRON VERB ADP DET NOUN ADP DET NOUN ADP NOUN PUNCT ,PRP VBD IN PRP$ NNS IN DT NN IN NN . 
430,"These days, many couples don't want to have kids.","Actualmente, muchas parejas no desean tener hijos.",DET NOUN PUNCT ADJ NOUN VERB ADV VERB PART VERB NOUN PUNCT ,"DT NNS , JJ NNS VBP RB VB TO VB NNS . ",ADV PUNCT DET NOUN ADV VERB VERB NOUN PUNCT ,"RB , DT NNS RB VBP TO VB NNS . "
431,What was your favorite part in that movie?,¿Cuál fue la mejor parte de la película?,PRON VERB DET ADJ NOUN ADP DET NOUN PUNCT ,WP VBD PRP$ JJ NN IN DT NN . ,PUNCT PRON AUX DET ADJ NOUN ADP DET NOUN PUNCT ,. WP VBD DT JJ NN IN DT NN . 
432,There is some rice cake in the kitchen.,Hay un poco de torta del arroz en la cocina.,ADV VERB DET NOUN NOUN ADP DET NOUN PUNCT ,EX VBZ DT NN NN IN DT NN . ,AUX DET PRON ADP NOUN ADP NOUN ADP DET NOUN PUNCT ,VBZ DT DT IN NN IN NN IN DT NN . 
433,Where is your wife? Didn't you come with her?,¿Dónde está tu esposa? ¿No viniste con ella?,ADV VERB DET NOUN PUNCT VERB ADV PRON VERB ADP PRON PUNCT ,WRB VBZ PRP$ NN . VBD RB PRP VB IN PRP . ,PUNCT PRON VERB DET NOUN PUNCT PUNCT ADV VERB ADP PRON PUNCT ,. WDT VBZ PRP$ NN . . RB VBP IN PRP . 
434,Just walk toward the north. ,Camina por el Norte.,ADV VERB ADP DET NOUN PUNCT ,RB VB IN DT NN . ,VERB ADP DET PROPN PUNCT ,VBZ IN DT NNP . 
435,How many in your party? - Three.,¿Cuántas personas son?- Tres personas en total.,ADV ADJ ADP DET NOUN PUNCT PUNCT NUM PUNCT ,WRB JJ IN PRP$ NN . : CD . ,PUNCT DET NOUN CCONJ NUM NOUN ADP ADJ PUNCT ,. DT NNS CC CD NNS IN JJ . 
436,What time is it? - It's three forty.,¿Qué hora es?- Son las tres y cuarenta y cinco minutos.,DET NOUN VERB PRON PUNCT PUNCT PRON VERB NUM NUM PUNCT ,WDT NN VBZ PRP . : PRP VBZ CD CD . ,PUNCT DET NOUN PROPN AUX DET NUM CCONJ NUM CCONJ NUM NOUN PUNCT ,. WDT NN NNP VBP DT CD CC CD CC CD NNS . 
437,I like the atmosphere here.,Me gusta la atmósfera  de aquí.,PRON VERB DET NOUN ADV PUNCT ,PRP VBP DT NN RB . ,PRON VERB DET ADJ SPACE ADP ADV PUNCT ,PRP VBZ DT JJ _SP IN RB . 
438,There must be a fire.,Debe de haberse prendido fuego.,ADV VERB VERB DET NOUN PUNCT ,EX MD VB DT NN . ,AUX ADP AUX VERB NOUN PUNCT ,VBZ IN TO VB VBN NN . 
439,Bulgogi is popular with foreigners.,Bulgogi es popular entre los extranjeros.,PROPN VERB ADJ ADP NOUN PUNCT ,NNP VBZ JJ IN NNS . ,PROPN AUX ADJ ADP DET NOUN PUNCT ,NNP VBZ JJ IN DT NNS . 
440,The wind is blowing from the south to the north.,El viento está soplando del Sur al Norte.,DET NOUN VERB VERB ADP DET NOUN ADP DET NOUN PUNCT ,DT NN VBZ VBG IN DT NN IN DT NN . ,DET NOUN AUX VERB ADP PROPN ADP PROPN PUNCT ,DT NN VBZ VBG IN NNP IN NNP . 
441,I have gum stuck in my hair.,Tienes goma de mascar pegado en el pelo. ,PRON VERB NOUN VERB ADP DET NOUN PUNCT ,PRP VBP NN VBN IN PRP$ NN . ,VERB NOUN ADP VERB ADJ ADP DET NOUN PUNCT ,VBP NN IN TO VB JJ IN DT NN . 
442,Did you stick a stamp on the envelope?,¿Pegaste una estampilla en el sobre?,VERB PRON VERB DET NOUN ADP DET NOUN PUNCT ,VBD PRP VB DT NN IN DT NN . ,PUNCT PROPN DET NOUN ADP DET ADP PUNCT ,. NNP DT NN IN DT IN . 
443,I think I caught a cold because I walked in the rain.,Caminé por la lluvia y me agarró un resfriado.,PRON VERB PRON VERB DET NOUN ADP PRON VERB ADP DET NOUN PUNCT ,PRP VBP PRP VBD DT NN IN PRP VBD IN DT NN . ,VERB ADP DET NOUN CCONJ PRON VERB DET NOUN PUNCT ,VBD IN DT NN CC PRP VBD DT NN . 
444,Soap makes my skin dry.,El jabón me seca la piel.,NOUN VERB DET NOUN ADJ PUNCT ,NN VBZ PRP$ NN JJ . ,DET NOUN PRON ADJ DET NOUN PUNCT ,DT NN PRP JJ DT NN . 
445,He can't live without video games.,Él no puede vivir sin los video juegos.,PRON AUX ADV VERB ADP NOUN NOUN PUNCT ,PRP MD RB VB IN NN NNS . ,PRON ADV AUX VERB ADP DET NOUN NOUN PUNCT ,PRP RB VBZ TO VB IN DT NNP NNS . 
446,I don't like bibimbap very much.,No me gusta mucho el bibimbap.,PRON VERB ADV VERB NOUN ADV ADV PUNCT ,PRP VBP RB VB NN RB RB . ,ADV PRON VERB ADV DET NOUN PUNCT ,RB PRP VBZ RB DT NN . 
447,"The married couple has a similar hobby, sleeping.",Cuando dormimos nuestra pareja tenemos costumbres similares.,DET ADJ NOUN VERB DET ADJ NOUN PUNCT VERB PUNCT ,"DT JJ NN VBZ DT JJ NN , VBG . ",SCONJ VERB DET NOUN VERB NOUN ADJ PUNCT ,IN VBD PRP$ NN VBP NNS JJ . 
448,Isn't it too expensive? Look for something cheaper.,¿No es muy caro? Consíguete algo mas barato.,VERB ADV PRON ADV ADJ PUNCT VERB ADP NOUN ADJ PUNCT ,VBZ RB PRP RB JJ . VB IN NN JJR . ,PUNCT ADV AUX ADV ADJ PUNCT PROPN PRON ADV ADJ PUNCT ,. RB VBZ RB JJ . NNP NN RB JJ . 
449,The plane will take off in 5 minutes.,El avión despegará en 5 minutos.,DET NOUN VERB VERB PART ADP NUM NOUN PUNCT ,DT NN MD VB RP IN CD NNS . ,DET NOUN VERB ADP NUM NOUN PUNCT ,DT NN MD VB IN CD NNS . 
450,What's that little light in the sky?,¿Qué es esa pequeña luz que brilla en el cielo?,PRON VERB DET ADJ NOUN ADP DET NOUN PUNCT ,WP VBZ DT JJ NN IN DT NN . ,PUNCT PRON AUX DET ADJ NOUN PRON VERB ADP DET NOUN PUNCT ,. WP VBZ DT JJ NN DT VBZ IN DT NN . 
451,Let's ask people walking by. It's faster.,"Preguntemos a la gente que pasa, va ser mas rápido.",VERB PRON VERB NOUN VERB ADV PUNCT PRON VERB ADJ PUNCT ,VB PRP VB NNS VBG RB . PRP VBZ JJR . ,VERB ADP DET NOUN PRON VERB PUNCT AUX AUX ADV ADJ PUNCT ,"VBP IN DT NN DT VBZ , VBZ TO VB RB JJ . "
452,I'm worried that you'll fall in the water by accident.,Me preocupa que caigas al agua y tengas un accidente.,PRON VERB ADJ ADP PRON AUX VERB ADP DET NOUN ADP NOUN PUNCT ,PRP VBP JJ IN PRP MD VB IN DT NN IN NN . ,PRON VERB SCONJ VERB ADP NOUN CCONJ VERB DET NOUN PUNCT ,PRP VBZ IN VBP IN NN CC VBP DT NN . 
453,The red dress looks good on you.,El vestido rojo te queda muy lindo.,DET ADJ NOUN VERB ADJ ADP PRON PUNCT ,DT JJ NN VBZ JJ IN PRP . ,DET ADJ ADJ PRON VERB ADV ADJ PUNCT ,DT JJ JJ PRP VBZ RB JJ . 
454,How many times should I rinse this laundry?,¿Cuántas veces debo aclarar este lavadero?,ADV ADJ NOUN VERB PRON VERB DET NOUN PUNCT ,WRB JJ NNS MD PRP VB DT NN . ,PUNCT DET NOUN AUX VERB DET NOUN PUNCT ,. DT NNS VBP TO VB DT NN . 
455,I can't hurry up. I'm going as fast as I can.,"No puedo apresurarme más, voy tan rápido como puedo.",PRON AUX ADV VERB PART PUNCT PRON VERB VERB ADV ADV ADP PRON VERB PUNCT ,PRP MD RB VB RP . PRP VBP VBG RB RB IN PRP MD . ,ADV VERB ADV ADV PUNCT VERB ADV ADJ SCONJ AUX PUNCT ,"RB VBP RB RB , VBP RB JJ IN VBP . "
456,"Actually, bread has many calories.","Realmente, el pan tiene muchas calorías.",ADV PUNCT NOUN VERB ADJ NOUN PUNCT ,"RB , NN VBZ JJ NNS . ",ADV PUNCT DET NOUN VERB DET NOUN PUNCT ,"RB , DT NN VBZ DT NNS . "
457,What happened to you? - I had a mole removed from my face yesterday. ,¿Qué te sucedió? - Ayer me quité un lunar de la cara.,PRON VERB ADP PRON PUNCT PUNCT PRON VERB DET NOUN VERB ADP DET NOUN NOUN PUNCT ,WP VBD IN PRP . : PRP VBD DT NN VBN IN PRP$ NN NN . ,PUNCT PRON PRON VERB PUNCT PUNCT ADV PRON VERB DET NOUN ADP DET NOUN PUNCT ,. WP PRP VBD . SYM RB PRP VBD DT NN IN DT NN . 
458,The drunk driver finally got a car accident.,El conductor borracho finalmente tuvo un accidente de coche.,DET ADJ NOUN ADV VERB DET NOUN NOUN PUNCT ,DT JJ NN RB VBD DT NN NN . ,DET NOUN ADJ ADV VERB DET NOUN ADP NOUN PUNCT ,DT NN JJ RB VBD DT NN IN NN . 
459,These apples are fresh. Try them.,Estas manzanas están frescas. Pruébalas.,DET NOUN VERB ADJ PUNCT VERB PRON PUNCT ,DT NNS VBP JJ . VB PRP . ,DET NOUN AUX ADJ PUNCT PROPN PUNCT ,DT NNS VBP JJ . NNP . 
460,What did you buy?,¿Qué compraste?,PRON VERB PRON VERB PUNCT ,WP VBD PRP VB . ,PUNCT PRON NOUN PUNCT ,. WP NN . 
461,The car disappeared into the dark.,El coche desapareció en la obscuridad.,DET NOUN VERB ADP DET NOUN PUNCT ,DT NN VBD IN DT NN . ,DET NOUN VERB ADP DET NOUN PUNCT ,DT NN VBD IN DT NN . 
462,I think he is a really nice person.,Pienso que él es una persona realmente agradable.,PRON VERB PRON VERB DET ADV ADJ NOUN PUNCT ,PRP VBP PRP VBZ DT RB JJ NN . ,VERB SCONJ PRON AUX DET NOUN ADV ADJ PUNCT ,VBP IN PRP VBZ DT NN RB JJ . 
463,How much do you love me?,¿Cuánto me amas?,ADV ADJ VERB PRON VERB PRON PUNCT ,WRB JJ VBP PRP VB PRP . ,PUNCT VERB PRON VERB PUNCT ,. VB PRP VBP . 
464,"Oops, I left my keys at the office!","¡Oops, dejé mis llaves en la oficina!",INTJ PUNCT PRON VERB DET NOUN ADP DET NOUN PUNCT ,"UH , PRP VBD PRP$ NNS IN DT NN . ",PUNCT PROPN PUNCT VERB DET NOUN ADP DET NOUN PUNCT ,". NNP , VBD PRP$ NNS IN DT NN . "
465,Her remarks are completely different from the truth.,Las palabras de ella son totalmente diferentes a la realidad.,DET NOUN VERB ADV ADJ ADP DET NOUN PUNCT ,PRP$ NNS VBP RB JJ IN DT NN . ,DET NOUN ADP PRON AUX ADV ADJ ADP DET NOUN PUNCT ,DT NNS IN PRP VBP RB JJ IN DT NN . 
