,english,spanish,en_ud,en_penn,es_ud,es_penn
856,Demanding budget increases in this difficult situation is out-of-touch and scandalous.,Pedir incrementos presupuestarios en una situación difícil como la actual es una postura alejada de la realidad y escandalosa.,VERB NOUN NOUN ADP DET ADJ NOUN VERB ADV PUNCT ADP PUNCT NOUN CCONJ ADJ PUNCT ,VBG NN NNS IN DT JJ NN VBZ RB HYPH IN HYPH NN CC JJ . ,VERB NOUN ADJ ADP DET NOUN ADJ SCONJ DET ADJ AUX DET NOUN ADJ ADP DET NOUN CCONJ ADJ PUNCT ,TO VB NNS JJ IN DT NN JJ IN DT JJ VBZ DT NN JJ IN DT NN CC JJ . 
857,We do not need a bloated EU budget that is perhaps up to ten times higher than necessary; we do not need a budget funded by the EU taxpayer that has lost any sense of the need to economise; we do not need a further bloating of Brussels bureaucracy that robs the shirts from the backs of the net contributors.,"No necesitamos un presupuesto comunitario hinchado que quizás es más de diez veces mayor de lo necesario; no necesitamos un presupuesto financiado por los contribuyentes comunitarios que ha perdido el sentido de la necesidad de ahorrar, no necesitamos una burocracia de Bruselas aún más hinchada y que levante la cartera a los contribuyentes netos.",PRON VERB ADV VERB DET ADJ PROPN NOUN DET VERB ADV ADP PART NUM NOUN ADJ ADP ADJ PUNCT PRON VERB ADV VERB DET NOUN VERB ADP DET PROPN NOUN DET VERB VERB DET NOUN ADP DET NOUN PART VERB PUNCT PRON VERB ADV VERB DET ADJ NOUN ADP PROPN NOUN DET VERB DET NOUN ADP DET NOUN ADP DET ADJ NOUN PUNCT ,PRP VBP RB VB DT JJ NNP NN WDT VBZ RB IN TO CD NNS JJR IN JJ : PRP VBP RB VB DT NN VBN IN DT NNP NN WDT VBZ VBN DT NN IN DT NN TO VB : PRP VBP RB VB DT JJ NN IN NNP NN WDT VBZ DT NNS IN DT NNS IN DT JJ NNS . ,ADV VERB DET NOUN ADJ ADJ SCONJ ADV AUX ADV ADP NUM NOUN ADJ ADP DET ADJ PUNCT ADV VERB DET NOUN ADJ ADP DET NOUN ADJ PRON AUX VERB DET NOUN ADP DET NOUN ADP VERB PUNCT ADV VERB DET NOUN ADP PROPN ADV ADV ADJ CCONJ SCONJ VERB DET NOUN ADP DET NOUN ADJ PUNCT ,"RB VBP DT NN JJ JJ IN RB VBZ RB IN CD NNS JJ IN DT JJ : RB VBP DT NN JJ IN DT NNS JJ DT VBZ VBN DT NN IN DT NN IN TO VB , RB VBP DT NN IN NNP RB RB JJ CC IN VBZ DT NN IN DT NNS JJ . "
858,"Instead, we should consistently pursue every opportunity to make savings.","En su lugar, debemos aprovechar constantemente todas las oportunidades que tengamos para ahorrar.",ADV PUNCT PRON VERB ADV VERB DET NOUN PART VERB NOUN PUNCT ,"RB , PRP MD RB VB DT NN TO VB NNS . ",ADP DET NOUN PUNCT AUX VERB ADV DET DET NOUN PRON VERB ADP VERB PUNCT ,"IN PRP$ NN , VBP TO VB RB DT DT NNS DT VBP IN TO VB . "
859,"Farming subsidies, the largest and most contentious budgetary factor, should be renationalised.","Las subvenciones agrícolas, el factor presupuestario de más peso y también el más polémico, deben ser nacionalizadas de nuevo.",NOUN NOUN PUNCT DET ADJ CCONJ ADV ADJ ADJ NOUN PUNCT VERB VERB VERB PUNCT ,"NN NNS , DT JJS CC RBS JJ JJ NN , MD VB VBN . ",DET NOUN ADJ PUNCT DET NOUN ADJ ADP ADV NOUN CCONJ ADV DET ADV ADJ PUNCT AUX AUX NOUN ADP ADJ PUNCT ,"DT NNS JJ , DT NN JJ IN RB NN CC RB DT RB JJ , VBP TO VB NNS IN JJ . "
860,This would take the pressure off the EU budget and the Member States will be better able to respond to the specific character of their agricultural sector.,Esto aliviaría la presión sobre el presupuesto comunitario y los Estados miembros estarían en mejor disposición para responder al carácter específico de su sector agrícola.,DET VERB VERB DET NOUN ADP DET PROPN NOUN CCONJ DET PROPN PROPN VERB VERB ADV ADJ PART VERB ADP DET ADJ NOUN ADP DET ADJ NOUN PUNCT ,DT MD VB DT NN IN DT NNP NN CC DT NNP NNP MD VB RBR JJ TO VB IN DT JJ NN IN PRP$ JJ NN . ,PRON VERB DET NOUN ADP DET NOUN ADJ CCONJ DET NOUN NOUN AUX ADP ADJ NOUN ADP VERB ADP NOUN ADJ ADP DET NOUN ADJ PUNCT ,DT MD VB DT NN IN DT NN JJ CC DT NNS NNS MD VB IN JJ NN IN TO VB IN NN JJ IN PRP$ NN JJ . 
861,"If the enormous amount of money paid in taxes were to reach small and medium-sized farmers instead of big landowners, agricultural factories, large businesses, monarchs and golf clubs, then maybe it would be possible to halt the decline in farming.","Si la enorme cantidad de dinero pagada en impuestos fuese a parar a los pequeños y medianos agricultores en lugar de a los grandes terratenientes, a las fábricas agrícolas, a las grandes empresas, a los monarcas y a los clubs de golf, entonces quizás sería posible detener la decadencia del sector agrícola.",ADP DET ADJ NOUN ADP NOUN VERB ADP NOUN VERB PART VERB ADJ CCONJ ADJ PUNCT ADJ NOUN ADV ADP ADJ NOUN PUNCT ADJ NOUN PUNCT ADJ NOUN PUNCT NOUN CCONJ NOUN NOUN PUNCT ADV ADV PRON VERB VERB ADJ PART VERB DET NOUN ADP NOUN PUNCT ,"IN DT JJ NN IN NN VBN IN NNS VBD TO VB JJ CC JJ HYPH JJ NNS RB IN JJ NNS , JJ NNS , JJ NNS , NNS CC NN NNS , RB RB PRP MD VB JJ TO VB DT NN IN NN . ",SCONJ DET ADJ NOUN ADP NOUN ADJ ADP NOUN AUX ADP VERB ADP DET ADJ CCONJ ADJ NOUN ADP NOUN ADP ADP DET ADJ NOUN PUNCT ADP DET NOUN ADJ PUNCT ADP DET ADJ NOUN PUNCT ADP DET NOUN CCONJ ADP DET NOUN ADP NOUN PUNCT ADV ADV AUX ADJ VERB DET NOUN ADP NOUN ADJ PUNCT ,"IN DT JJ NN IN NN JJ IN NNS VBD IN TO VB IN DT JJ CC JJ NNS IN NNP IN IN DT JJ NNS , IN DT NNS JJ , IN DT JJ NNS , IN DT NNS CC IN DT NNS IN NN , RB RB MD VB JJ TO VB DT NN IN NN JJ . "
862,"The adoption of the report by Mr Garriga Polledo marks an import step for this House: it constitutes a clear, pragmatic and realistic statement of the European Parliament's budgetary ambitions post-2013.","La adopción del informe del señor Garriga Polledo supone un hito importante para esta Cámara: constituye una declaración nítida, pragmática y realista sobre las ambiciones presupuestarias del Parlamento Europeo después de 2013.",DET NOUN ADP DET NOUN ADP PROPN PROPN PROPN VERB DET NOUN NOUN ADP DET PROPN PUNCT PRON VERB DET ADJ PUNCT ADJ CCONJ ADJ NOUN ADP DET PROPN PROPN PART ADJ NOUN ADJ PUNCT ,"DT NN IN DT NN IN NNP NNP NNP VBZ DT NN NN IN DT NNP : PRP VBZ DT JJ , JJ CC JJ NN IN DT NNP NNP POS JJ NNS JJ . ",DET NOUN ADP NOUN ADP NOUN PROPN PROPN VERB DET NOUN ADJ ADP DET PROPN PUNCT VERB DET NOUN ADJ PUNCT ADJ CCONJ ADJ ADP DET NOUN ADJ ADP PROPN PROPN ADV ADP NOUN PUNCT ,"DT NN IN NN IN NN NNP NNP VBZ DT NN JJ IN DT NNP : VBZ DT NN JJ , JJ CC JJ IN DT NNS JJ IN NNP NNP RB IN NNP . "
863,"Firstly, on cohesion policy, which is key to regional development.","En primer lugar, sobre la política de cohesión, que es clave para el desarrollo regional.",ADV PUNCT ADP NOUN NOUN PUNCT DET VERB ADJ ADP ADJ NOUN PUNCT ,"RB , IN NN NN , WDT VBZ JJ IN JJ NN . ",ADP ADJ NOUN PUNCT ADP DET NOUN ADP NOUN PUNCT PRON AUX NOUN ADP DET NOUN ADJ PUNCT ,"IN JJ NN , IN DT NN IN NN , DT VBZ NN IN DT NN JJ . "
864,I believe that we need to maintain the cohesion policy budget and create an equitable aid model for all regions with intermediary income so as to make future EU investments in the regions transparent and fair.,"Considero que necesitamos mantener el presupuesto de la política de cohesión u crear un modelo de ayuda equitativo para todas las regiones con unos ingresos intermedios, para así lograr que las futuras inversiones comunitarias en esas regiones sean transparentes y justas.",PRON VERB ADP PRON VERB PART VERB DET NOUN NOUN NOUN CCONJ VERB DET ADJ NOUN NOUN ADP DET NOUN ADP ADJ NOUN ADP ADP PART VERB ADJ PROPN NOUN ADP DET NOUN ADJ CCONJ ADJ PUNCT ,PRP VBP IN PRP VBP TO VB DT NN NN NN CC VB DT JJ NN NN IN DT NNS IN JJ NN IN IN TO VB JJ NNP NNS IN DT NNS JJ CC JJ . ,VERB SCONJ VERB VERB DET NOUN ADP DET NOUN ADP NOUN CCONJ VERB DET NOUN ADP NOUN ADJ ADP DET DET NOUN ADP DET NOUN ADJ PUNCT ADP ADV AUX SCONJ DET ADJ NOUN ADJ ADP DET NOUN AUX ADJ CCONJ ADJ PUNCT ,"VBP IN VBP TO VB DT NN IN DT NN IN NN CC TO VB DT NN IN NN JJ IN DT DT NNS IN DT NNS JJ , IN RB TO VB IN DT JJ NNS JJ IN DT NNS VBP JJ CC JJ . "
865,The 5% budget increase is reasonable.,El incremento del 5 % en el presupuesto es razonable.,DET NUM NOUN NOUN NOUN VERB ADJ PUNCT ,DT CD NN NN NN VBZ JJ . ,DET NOUN ADP NUM SYM ADP DET NOUN AUX ADJ PUNCT ,DT NN IN CD CD NN IN DT NN VBZ JJ . 
866,"It is not, as the Eurosceptics claim, an example of European profligacy, but rather a courageous admission that if we do not give ourselves the means to build Europe together, we will remain isolated and powerless.","No es, como aseguran los euroescépticos, un ejemplo de derroche europeo, sino más bien el reconocimiento valeroso de que si no nos damos los medios para construir Europa juntos, seguiremos aislados y débiles.",PRON VERB ADV PUNCT ADP DET PROPN NOUN PUNCT DET NOUN ADP ADJ NOUN PUNCT CCONJ ADV DET ADJ NOUN ADP ADP PRON VERB ADV VERB PRON DET NOUN PART VERB PROPN ADV PUNCT PRON VERB VERB ADJ CCONJ ADJ PUNCT ,"PRP VBZ RB , IN DT NNPS NN , DT NN IN JJ NN , CC RB DT JJ NN IN IN PRP VBP RB VB PRP DT NNS TO VB NNP RB , PRP MD VB JJ CC JJ . ",ADV AUX PUNCT SCONJ VERB DET NOUN PUNCT DET NOUN ADP NOUN ADJ PUNCT CCONJ ADV ADV DET NOUN ADJ ADP SCONJ SCONJ ADV PRON VERB DET NOUN ADP VERB PROPN ADJ PUNCT VERB ADJ CCONJ ADJ PUNCT ,"RB VBZ , IN VBP DT NNS , DT NN IN NN JJ , CC RB RB DT NN JJ IN IN IN RB PRP VBP DT NNS IN TO VB NNP JJ , VBP VBN CC JJ . "
867,"Consequently, so as to be able to finance the actions linked to the EU's new competences under the Treaty of Lisbon, I am supporting the request for the question of own resources to be examined and for new forms of Community income, in order to ease the pressure on national budgets and to do away with the belief in a 'fair return' which is economically inaccurate and politically unsound.","En consecuencia, para ser capaces de financiar las acciones vinculadas con las nuevas competencias de la UE en el marco del Tratado de Lisboa, apoyo la petición de que la cuestión de los recursos propios sea examinada y de nuevas formas de ingresos de la Comunidad, con el fin de aliviar la presión sobre los presupuestos nacionales y para acabar con la creencia en una ""remuneración justa"" que resulta económicamente incorrecta y políticamente inconsistente.",ADV PUNCT ADP ADP PART VERB ADJ PART VERB DET NOUN VERB ADP DET PROPN PART ADJ NOUN ADP DET PROPN ADP PROPN PUNCT PRON VERB VERB DET NOUN ADP DET NOUN ADP ADJ NOUN PART VERB VERB CCONJ ADP ADJ NOUN ADP PROPN NOUN PUNCT ADP NOUN PART VERB DET NOUN ADP ADJ NOUN CCONJ PART VERB ADV ADP DET NOUN ADP DET PUNCT ADJ NOUN PUNCT DET VERB ADV ADJ CCONJ ADV ADJ PUNCT ,"RB , IN IN TO VB JJ TO VB DT NNS VBN IN DT NNP POS JJ NNS IN DT NNP IN NNP , PRP VBP VBG DT NN IN DT NN IN JJ NNS TO VB VBN CC IN JJ NNS IN NNP NN , IN NN TO VB DT NN IN JJ NNS CC TO VB RB IN DT NN IN DT `` JJ NN '' WDT VBZ RB JJ CC RB JJ . ",ADP NOUN PUNCT ADP AUX ADJ ADP VERB DET NOUN ADJ ADP DET ADJ NOUN ADP DET PROPN ADP DET NOUN ADP PROPN ADP PROPN PUNCT NOUN DET NOUN ADP SCONJ DET NOUN ADP DET NOUN ADJ AUX VERB CCONJ ADP ADJ NOUN ADP NOUN ADP DET PROPN PUNCT ADP DET NOUN ADP VERB DET NOUN ADP DET NOUN ADJ CCONJ ADP VERB ADP DET NOUN ADP DET PUNCT NOUN ADJ PUNCT PRON VERB ADV ADJ CCONJ ADV ADJ PUNCT ,"IN NNP , IN TO VB JJ IN TO VB DT NNS JJ IN DT JJ NNS IN DT NNP IN DT NN IN NNP IN NNP , NN DT NN IN IN DT NN IN DT NNS JJ VBZ VBN CC IN JJ NNS IN NNS IN DT NNP , IN DT NN IN TO VB DT NN IN DT NNS JJ CC IN TO VB IN DT NN IN DT '' NN JJ '' DT VBZ RB JJ CC RB JJ . "
868,The European Parliament is presenting the European Commission and Council with its vision of the European Union's priorities for the 2014-2020 period for the first time.,"Por vez primera, el Parlamento Europeo ha presentado a la Comisión Europea y al Consejo su visión de las prioridades de la Unión Europea para el período 2014-2020.",DET PROPN PROPN VERB VERB DET PROPN PROPN CCONJ PROPN ADP DET NOUN ADP DET PROPN PROPN PART NOUN ADP DET NUM SYM NUM NOUN ADP DET ADJ NOUN PUNCT ,DT NNP NNP VBZ VBG DT NNP NNP CC NNP IN PRP$ NN IN DT NNP NNP POS NNS IN DT CD SYM CD NN IN DT JJ NN . ,ADP NOUN ADJ PUNCT DET PROPN PROPN AUX VERB ADP DET PROPN PROPN CCONJ ADP PROPN DET NOUN ADP DET NOUN ADP DET PROPN PROPN ADP DET NOUN NOUN PUNCT NOUN PUNCT ,"IN NNP JJ , DT NNP NNP VBZ VBN IN DT NNP NNP CC IN NNP PRP$ NN IN DT NNS IN DT NNP NNP IN DT NN NNP SYM NNP . "
869,It is now the European Commission's turn to take into account in its legislative proposal the European Parliament's opinion.,Ahora es el turno de la Comisión Europea para tener en cuenta en su propuesta legislativa la opinión del Parlamento Europeo.,PRON VERB ADV DET PROPN PROPN PART NOUN PART VERB ADP NOUN ADP DET ADJ NOUN DET PROPN PROPN PART NOUN PUNCT ,PRP VBZ RB DT NNP NNP POS NN TO VB IN NN IN PRP$ JJ NN DT NNP NNP POS NN . ,ADV AUX DET NOUN ADP DET PROPN PROPN ADP VERB ADP NOUN ADP DET NOUN ADJ DET NOUN ADP PROPN PROPN PUNCT ,RB VBZ DT NN IN DT NNP NNP IN TO VB IN NN IN PRP$ NN JJ DT NN IN NNP NNP . 
870,I should stress in particular that the development of a competitive agricultural sector and economic and social cohesion should be maintained as priorities for the period ahead.,"Quiero destacar en concreto que debería mantenerse el desarrollo de un sector agrícola competitivo y de la cohesión económica y social, ya que son prioridades para el período que tenemos ante nosotros.",PRON VERB VERB ADP ADJ ADP DET NOUN ADP DET ADJ ADJ NOUN CCONJ ADJ CCONJ ADJ NOUN VERB VERB VERB ADP NOUN ADP DET NOUN ADV PUNCT ,PRP MD VB IN JJ IN DT NN IN DT JJ JJ NN CC JJ CC JJ NN MD VB VBN IN NNS IN DT NN RB . ,VERB VERB ADP NOUN SCONJ AUX VERB DET NOUN ADP DET NOUN ADJ ADJ CCONJ ADP DET NOUN ADJ CCONJ ADJ PUNCT ADV SCONJ AUX NOUN ADP DET NOUN PRON VERB ADP PRON PUNCT ,"VBP TO VB IN NNP IN MD VB TO VB DT NN IN DT NN JJ JJ CC IN DT NN JJ CC JJ , RB IN VBP NNS IN DT NN DT VBP IN PRP . "
871,MEPs have also given their due attention to Europe's research efforts.,Los diputados al Parlamento también han prestado la debida atención a los esfuerzos de Europa en materia de investigación.,NOUN VERB ADV VERB DET ADJ NOUN ADP PROPN PART NOUN NOUN PUNCT ,NNS VBP RB VBN PRP$ JJ NN IN NNP POS NN NNS . ,DET NOUN ADP PROPN ADV AUX VERB DET ADJ NOUN ADP DET NOUN ADP PROPN ADP NOUN ADP NOUN PUNCT ,DT NNS IN NNP RB VBP VBN DT JJ NN IN DT NNS IN NNP IN NNP IN NN . 
872,The European Parliament's entire vision is firmly grounded in the Europe 2020 strategy.,El conjunto de la visión del Parlamento Europeo está firmemente arraigado en la Estrategia Europa 2020.,DET PROPN PROPN PART ADJ NOUN VERB ADV VERB ADP DET PROPN NUM NOUN PUNCT ,DT NNP NNP POS JJ NN VBZ RB VBN IN DT NNP CD NN . ,DET NOUN ADP DET NOUN ADP PROPN PROPN AUX ADV ADJ ADP DET PROPN PROPN NUM PUNCT ,DT NN IN DT NN IN NNP NNP VBZ RB JJ IN DT NNP NNP CD . 
873,"When determining the framework of the next budget, the first question to ask is whether we want more or less Europe.","Al determinar el marco del siguiente presupuesto, la primera pregunta que se plantea es si queremos más Europa o menos Europa.",ADV VERB DET NOUN ADP DET ADJ NOUN PUNCT DET ADJ NOUN PART VERB VERB ADP PRON VERB ADV CCONJ ADJ PROPN PUNCT ,"WRB VBG DT NN IN DT JJ NN , DT JJ NN TO VB VBZ IN PRP VBP RBR CC JJR NNP . ",ADP VERB DET NOUN ADP ADJ NOUN PUNCT DET ADJ NOUN PRON PRON VERB AUX SCONJ VERB ADV PROPN CCONJ ADV PROPN PUNCT ,"IN TO VB DT NN IN JJ NN , DT JJ NN DT PRP VBZ VBZ IN VBP RB NNP CC RB NNP . "
874,"In my opinion, Parliament has already taken a stand in this question.","En mi opinión, el Parlamento ya ha adoptado una posición a este respecto.",ADP DET NOUN PUNCT PROPN VERB ADV VERB DET NOUN ADP DET NOUN PUNCT ,"IN PRP$ NN , NNP VBZ RB VBN DT NN IN DT NN . ",ADP DET NOUN PUNCT DET PROPN ADV AUX VERB DET NOUN ADP DET NOUN PUNCT ,"IN PRP$ NN , DT NNP RB VBZ VBN DT NN IN DT NN . "
875,We have already stated that we need more Europe by accepting the ambitious goals of the Europe 2020 strategy.,Ya hemos declarado que necesitamos más Europa al aceptar los ambiciosos objetivos de la Estrategia Europa 2020.,PRON VERB ADV VERB ADP PRON VERB ADJ PROPN ADP VERB DET ADJ NOUN ADP DET PROPN NUM NOUN PUNCT ,PRP VBP RB VBN IN PRP VBP JJR NNP IN VBG DT JJ NNS IN DT NNP CD NN . ,ADV AUX VERB SCONJ VERB ADV PROPN ADP VERB DET ADJ NOUN ADP DET PROPN PROPN NUM PUNCT ,RB VBP VBN IN VBP RB NNP IN TO VB DT JJ NNS IN DT NNP NNP CD . 
876,Now we have to declare loud and clear that these objectives can only be achieved if we assign sufficient resources to them.,Ahora tenemos que afirmar alto y claro que esos objetivos solamente pueden alcanzados si les asignamos unos recursos suficientes.,ADV PRON VERB PART VERB ADJ CCONJ ADJ ADP DET NOUN VERB ADV VERB VERB ADP PRON VERB ADJ NOUN ADP PRON PUNCT ,RB PRP VBP TO VB JJ CC JJ IN DT NNS MD RB VB VBN IN PRP VBP JJ NNS IN PRP . ,ADV VERB SCONJ VERB ADJ CCONJ ADJ SCONJ DET NOUN ADV AUX ADJ SCONJ PRON VERB DET NOUN ADJ PUNCT ,RB VBP IN TO VB JJ CC JJ IN DT NNS RB VBP VBN IN PRP VBP DT NNS JJ . 
877,"In a period when many Member States are suffering from the 'Mediterranean dilemma', whereby the country needs fiscal expansion in order to stimulate growth, but it cannot be done because never-ending austerity measures would be inevitable due to the country's indebtedness, we cannot respond by decreasing or approving the current EU budget that is fundamentally aimed at development.","En un período durante el que muchos Estados miembros están sufriendo el ""dilema mediterráneo"", en el que el país necesita una expansión fiscal para estimular el crecimiento, pero eso no puede hacerse porque serían inevitables unas interminables medidas de austeridad debido al endeudamiento del país, por lo que no podemos responder disminuyendo o aprobando el actual presupuesto comunitario, que fundamentalmente va dirigido al desarrollo.",ADP DET NOUN ADV ADJ PROPN PROPN VERB VERB ADP DET PUNCT PROPN NOUN PUNCT PUNCT ADV DET NOUN VERB ADJ NOUN ADP NOUN PART VERB NOUN PUNCT CCONJ PRON AUX ADV VERB VERB ADP ADV PUNCT VERB NOUN NOUN VERB VERB ADJ ADP ADP DET NOUN PART NOUN PUNCT PRON AUX ADV VERB ADP VERB CCONJ VERB DET ADJ PROPN NOUN DET VERB ADV VERB ADP NOUN PUNCT ,"IN DT NN WRB JJ NNP NNPS VBP VBG IN DT `` NNP NN '' , WRB DT NN VBZ JJ NN IN NN TO VB NN , CC PRP MD RB VB VBN IN RB HYPH VBG NN NNS MD VB JJ IN IN DT NN POS NN , PRP MD RB VB IN VBG CC VBG DT JJ NNP NN WDT VBZ RB VBN IN NN . ",ADP DET NOUN ADP DET PRON DET NOUN NOUN AUX VERB DET PUNCT NOUN ADJ PUNCT PUNCT ADP DET PRON DET NOUN VERB DET NOUN ADJ ADP VERB DET NOUN PUNCT CCONJ PRON ADV AUX VERB SCONJ AUX ADJ DET ADJ NOUN ADP NOUN ADV ADP NOUN ADP NOUN PUNCT ADP DET PRON ADV AUX VERB VERB CCONJ VERB DET ADJ NOUN ADJ PUNCT PRON ADV AUX ADJ ADP NOUN PUNCT ,"IN DT NN IN DT DT DT NNS NNS VBP VBG DT '' NN JJ '' , IN DT DT DT NN VBZ DT NN JJ IN TO VB DT NN , CC DT RB VBZ TO VB IN MD VB JJ DT JJ NNS IN NN JJ IN NN IN NN , IN DT DT RB VBP TO VB VBG CC VBG DT JJ NN JJ , DT RB VBZ JJ IN NN . "
878,"We cannot, because it would mean depriving regions lagging behind of their only chance to put their economies on a path to growth.","No podemos, porque eso significaría privar a las regiones rezagadas a reconducir sus economías hacia el crecimiento.",PRON AUX ADV PUNCT ADP PRON VERB VERB VERB NOUN VERB ADV ADP DET ADJ NOUN PART VERB DET NOUN ADP DET NOUN ADP NOUN PUNCT ,"PRP MD RB , IN PRP MD VB VBG NNS VBG RB IN PRP$ JJ NN TO VB PRP$ NNS IN DT NN IN NN . ",ADV VERB PUNCT SCONJ PRON VERB VERB ADP DET NOUN ADJ ADP VERB DET NOUN ADP DET NOUN PUNCT ,"RB VBP , IN DT MD VB TO VB IN DT NNS JJ IN TO VB PRP$ NNS IN DT NN . "
879,"The creation of 'intermediate regions' as proposed in the report means that relatively rich areas of poorer Member States will still receive support, and will be able to prepare gradually for the point in time when they lose this additional funding entirely.","La creación de ""regiones intermedias"" tal y como propone el informe significa que las zonas relativamente ricas de los Estados miembros más pobres seguirán recibiendo ayuda, y podrán prepararse gradualmente para el momento en el que perderán por completo esa financiación adicional.",DET NOUN ADP PUNCT ADJ NOUN PUNCT ADP VERB ADP DET NOUN VERB ADP ADV ADJ NOUN ADP ADJ PROPN PROPN VERB ADV VERB NOUN PUNCT CCONJ VERB VERB ADJ PART VERB ADV ADP DET NOUN ADP NOUN ADV PRON VERB DET ADJ NOUN ADV PUNCT ,"DT NN IN `` JJ NNS '' IN VBN IN DT NN VBZ IN RB JJ NNS IN JJR NNP NNP MD RB VB NN , CC MD VB JJ TO VB RB IN DT NN IN NN WRB PRP VBP DT JJ NN RB . ",DET NOUN ADP PUNCT NOUN ADJ PUNCT NOUN CCONJ SCONJ VERB DET NOUN VERB SCONJ DET NOUN ADV ADJ ADP DET NOUN NOUN ADV ADJ AUX VERB NOUN PUNCT CCONJ AUX VERB ADV ADP DET NOUN ADP DET PRON VERB ADP NOUN DET NOUN ADJ PUNCT ,"DT NN IN '' NNS JJ '' NNP CC IN VBZ DT NN VBZ IN DT NNS RB JJ IN DT NNS NNS RB JJ MD VB VBG NN , CC MD VB TO VB RB IN DT NN IN DT DT MD VB IN NNP DT NN JJ . "
880,"The possibility of creating such a group of regions is undoubtedly a very welcome development for the main beneficiaries of cohesion policy, which have to make long-term plans.","La posibilidad de crear dicho grupo de regiones es sin duda un avance muy positivo para los principales beneficiarios de la política de cohesión, que deben hacer planes a largo plazo.",DET NOUN ADP VERB DET DET NOUN ADP NOUN VERB ADV DET ADV ADJ NOUN ADP DET ADJ NOUN ADP NOUN NOUN PUNCT DET VERB PART VERB ADJ PUNCT NOUN NOUN PUNCT ,"DT NN IN VBG PDT DT NN IN NNS VBZ RB DT RB JJ NN IN DT JJ NNS IN NN NN , WDT VBP TO VB JJ HYPH NN NNS . ",DET NOUN ADP VERB ADJ NOUN ADP NOUN AUX ADP NOUN DET NOUN ADV ADJ ADP DET ADJ NOUN ADP DET NOUN ADP NOUN PUNCT PRON AUX VERB NOUN ADP ADJ NOUN PUNCT ,"DT NN IN TO VB JJ NN IN NNS VBZ IN NNP DT NN RB JJ IN DT JJ NNS IN DT NN IN NN , DT VBP TO VB NNS IN JJ NN . "
