,error_type,Negative transfer?,Likely reason for mistake,incorrect_ud_tags,incorrect_ud_tags_padded,incorrect_ud_tags_unigram,incorrect_ud_tags_bigram,en,zhs,nlt
543,W,False,Compound noun error,NOUN NOUN,DET NOUN NOUN PUNCT,NOUN NOUN PUNCT,NOUN NOUN PUNCT PRON,-8.428445816040039,-6.4231462478637695,True
544,RP,False,Punctuation error related to Spelling errors (extra spaces),NOUN NOUN,DET NOUN NOUN PUNCT,NOUN NOUN PUNCT,NOUN NOUN PUNCT PRON,-8.428445816040039,-6.4231462478637695,True
546,FN,True,Missing plural,NOUN ADP,VERB NOUN ADP DET,NOUN ADP DET,NOUN ADP DET NOUN,-4.875012397766113,-6.775639057159424,False
548,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT PRON,NOUN PUNCT PRON VERB,PUNCT PRON VERB,PUNCT PRON VERB ADP,-7.170487403869629,-8.473831176757812,False
549,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT PRON,NOUN PUNCT PRON VERB,PUNCT PRON VERB,PUNCT PRON VERB ADP,-7.170487403869629,-8.473831176757812,False
551,FV,True,"Missing ""to"" for to-infinitive non-finite subordinate clauses",VERB DET,PRON VERB DET NOUN,VERB DET NOUN,VERB DET NOUN ADP,-6.682304859161377,-7.5641937255859375,False
552,RP,False,Overcorrection,PUNCT SCONJ,PROPN PUNCT SCONJ PRON,PUNCT SCONJ PRON,PUNCT SCONJ PRON VERB,-7.091353416442871,-6.796130657196045,True
554,RP,False,Punctuation error related to Spelling errors (extra spaces),NOUN NOUN,DET NOUN NOUN DET,NOUN NOUN DET,NOUN NOUN DET AUX,-8.628963470458984,-10.215277671813965,False
556,TV,False,Past progressive used instead of past tense; Extra unecessary auxiliary added,AUX VERB,PRON AUX VERB NOUN,AUX VERB NOUN,AUX VERB NOUN ADP,-9.64438533782959,-11.353885650634766,False
558,U,False,Confusion of phrase meaning and usage,ADP NOUN,VERB ADP NOUN PUNCT,ADP NOUN PUNCT,ADP NOUN PUNCT ADV,-6.509832382202148,-7.676009654998779,False
559,MP,True,Chinese sentence structure differs from English,ADP NOUN,NOUN ADP NOUN PRON,ADP NOUN PRON,ADP NOUN PRON VERB,-7.052915573120117,-6.497153282165527,True
560,RP,False,Overcorrection,PUNCT SCONJ,NOUN PUNCT SCONJ PRON,PUNCT SCONJ PRON,PUNCT SCONJ PRON AUX,-7.895552635192871,-9.944375038146973,False
561,U,False,Confusion of phrase meaning and usage,ADP NOUN,NOUN ADP NOUN PUNCT,ADP NOUN PUNCT,ADP NOUN PUNCT ADV,-6.509832382202148,-7.676009654998779,False
562,RP,False,Punctuation error related to Spelling errors (extra spaces),NOUN NOUN,DET NOUN NOUN AUX,NOUN NOUN AUX,NOUN NOUN AUX VERB,-6.33338737487793,-10.336271286010742,False
563,RP,False,Punctuation error related to Spelling errors (extra spaces),NOUN NOUN,DET NOUN NOUN AUX,NOUN NOUN AUX,NOUN NOUN AUX VERB,-6.33338737487793,-10.336271286010742,False
566,RP,False,Overcorrection,PUNCT SCONJ,VERB PUNCT SCONJ DET,PUNCT SCONJ DET,PUNCT SCONJ DET NOUN,-7.184684753417969,-7.522456645965576,False
567,MT,True,Chinese doesn't use the word in this context,NUM ADP,PUNCT NUM ADP PRON,NUM ADP PRON,NUM ADP PRON PRON,-8.861162185668945,-9.556187629699707,False
568,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT ADP,VERB PUNCT ADP NUM,PUNCT ADP NUM,PUNCT ADP NUM ADP,-8.349896430969238,-8.993894577026367,False
569,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT ADV,ADP PUNCT ADV PUNCT,PUNCT ADV PUNCT,PUNCT ADV PUNCT PRON,-6.634823322296143,-7.437023639678955,False
570,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT DET,NOUN PUNCT DET NOUN,PUNCT DET NOUN,PUNCT DET NOUN ADP,-7.216774940490723,-7.993007659912109,False
571,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT ADV,NOUN PUNCT ADV PRON,PUNCT ADV PRON,PUNCT ADV PRON VERB,-6.457043170928955,-6.60579776763916,False
572,TV,False,Past perfect used instead of past tense; Extra unecessary auxiliary added,AUX AUX,NOUN AUX AUX ADV,AUX AUX ADV,AUX AUX ADV PART,-10.176620483398438,-12.43216609954834,False
574,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT SCONJ,NOUN PUNCT SCONJ PRON,PUNCT SCONJ PRON,PUNCT SCONJ PRON VERB,-7.091353416442871,-6.796130657196045,True
576,RP,False,Punctuation error related to Spelling errors (extra spaces),VERB PART,PRON VERB PART VERB,VERB PART VERB,VERB PART VERB ADP,-7.76345157623291,-8.214913368225098,False
577,FV,False,"Using the infinitive form of the verb with ""to"" instead of using present tense or present progressive",PART VERB,SCONJ PART VERB ADP,PART VERB ADP,PART VERB ADP NOUN,-6.712515830993652,-8.524188995361328,False
578,RP,True,Word not capitalized,ADJ NOUN,DET ADJ NOUN PUNCT,ADJ NOUN PUNCT,ADJ NOUN PUNCT CCONJ,-7.554178237915039,-9.231483459472656,False
579,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT ADV,ADJ PUNCT ADV PRON,PUNCT ADV PRON,PUNCT ADV PRON AUX,-7.487886428833008,-9.890424728393555,False
580,RP,False,Punctuation error related to Spelling errors (extra spaces),NOUN NOUN,ADP NOUN NOUN PUNCT,NOUN NOUN PUNCT,NOUN NOUN PUNCT PRON,-8.428445816040039,-6.4231462478637695,True
581,UV,False,Unnecessary auxiliary added,AUX VERB,PRON AUX VERB VERB,AUX VERB VERB,AUX VERB VERB PART,-9.795305252075195,-10.85418701171875,False
582,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT ADP,NOUN PUNCT ADP NOUN,PUNCT ADP NOUN,PUNCT ADP NOUN PUNCT,-4.877010822296143,-4.906224250793457,False
583,RP,True,Chinese uses commas to mark the end of a complete thought,NOUN NOUN,DET NOUN NOUN PUNCT,NOUN NOUN PUNCT,NOUN NOUN PUNCT PRON,-8.428445816040039,-6.4231462478637695,True
584,FV,True,Progressive aspect not applied,NOUN ADP,AUX NOUN ADP DET,NOUN ADP DET,NOUN ADP DET NOUN,-4.875012397766113,-6.775639057159424,False
586,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT PRON,ADJ PUNCT PRON AUX,PUNCT PRON AUX,PUNCT PRON AUX PART,-7.836753845214844,-10.305018424987793,False
587,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT PRON,NOUN PUNCT PRON VERB,PUNCT PRON VERB,PUNCT PRON VERB ADP,-7.170487403869629,-8.473831176757812,False
588,TV,True,Using auxiliary in past tense to inflect tense rather than changing the lexical verb's tense,AUX VERB,NOUN AUX VERB PART,AUX VERB PART,AUX VERB PART VERB,-8.477588653564453,-10.926302909851074,False
589,TV,True,Modal used for polite speech,VERB AUX,NOUN VERB AUX ADJ,VERB AUX ADJ,VERB AUX ADJ PUNCT,-5.486318588256836,-10.760149002075195,False
591,TV,False,Incorrect auxiliary used,AUX AUX,CCONJ AUX AUX ADP,AUX AUX ADP,AUX AUX ADP DET,-10.16431999206543,-13.332201957702637,False
592,TV,False,Extra unecessary auxiliary added,AUX VERB,PRON AUX VERB ADP,AUX VERB ADP,AUX VERB ADP DET,-8.967618942260742,-12.768238067626953,False
594,W,False,Order is incorrect in Chinese and English,VERB ADV,PRON VERB ADV SCONJ,VERB ADV SCONJ,VERB ADV SCONJ NOUN,-7.131193161010742,-8.567688941955566,False
595,TV,False,Incorrect auxiliary used; Extra unecessary auxiliary added; Present perfect used instead of past tense,AUX VERB,PROPN AUX VERB AUX,AUX VERB AUX,AUX VERB AUX ADV,-9.060188293457031,-12.910048484802246,False
597,DJ,True,Chinese doesn't use hyphens in words,NUM NOUN,DET NUM NOUN NOUN,NUM NOUN NOUN,NUM NOUN NOUN CCONJ,-8.040970802307129,-8.978821754455566,False
598,RP,False,Punctuation error related to Spelling errors (extra spaces),NOUN VERB,DET NOUN VERB PUNCT,NOUN VERB PUNCT,NOUN VERB PUNCT VERB,-8.59493637084961,-5.708718299865723,True
599,UP,False,Overcorrection,NOUN PUNCT,ADP NOUN PUNCT NOUN,NOUN PUNCT NOUN,NOUN PUNCT NOUN CCONJ,-8.002666473388672,-9.00936222076416,False
600,UC,False,Incorrect/incomplete expression used,SCONJ ADJ,PUNCT SCONJ ADJ NOUN,SCONJ ADJ NOUN,SCONJ ADJ NOUN VERB,-6.111248970031738,-5.663591384887695,True
601,TV,True,Context carries tense rather than verb.,VERB ADP,DET VERB ADP NOUN,VERB ADP NOUN,VERB ADP NOUN ADP,-7.605246543884277,-7.770677089691162,False
602,MP,True,Chinese doesn't use hyphens in words,VERB ADP,AUX VERB ADP PART,VERB ADP PART,VERB ADP PART VERB,-7.984094619750977,-6.461501121520996,True
603,RP,False,Inappropriate capitalization in the middle of sentence,ADP,PUNCT ADP DET,ADP DET,ADP DET PROPN,-5.119681358337402,-6.237305641174316,False
605,MJ,True,Chinese equivalent maps to only a part of the English word,PUNCT,VERB PUNCT ADV,PUNCT ADV,PUNCT ADV VERB,-6.230034828186035,-5.62807035446167,True
607,AGV,False,Incorrect application of 3rd person present tense (e.g. tagging on the suffix -s),VERB,ADV VERB PUNCT,VERB PUNCT,VERB PUNCT PRON,-7.267339706420898,-6.750541687011719,True
609,TV,True,Context carries tense rather than verb.,VERB,PRON VERB ADP,VERB ADP,VERB ADP DET,-5.851269721984863,-7.798564910888672,False
610,RA,True,Map to the same pronoun in Chinese,DET,AUX DET PUNCT,DET PUNCT,DET PUNCT PRON,-7.084733963012695,-7.799936294555664,False
611,DA,False,Using your instead of yours for sign offs,DET,DET ADV,DET ADV,DET ADV,-5.793658256530762,-6.4350409507751465,False
612,DY,False,Spelling error,ADV,PROPN ADV,ADV,ADV,-4.501544952392578,-4.1258225440979,True
613,AGV,True,3rd person plural verb form used instead of 3rd person singular form,AUX,CCONJ AUX ADJ,AUX ADJ,AUX ADJ ADJ,-7.6224446296691895,-10.917041778564453,False
614,AGN,True,Number error,NOUN,DET NOUN ADP,NOUN ADP,NOUN ADP NOUN,-3.706831932067871,-5.097160339355469,False
616,AGN,False,Overcorrection,NOUN,DET NOUN VERB,NOUN VERB,NOUN VERB PART,-7.257447242736816,-5.051011085510254,True
617,AGV,True,Not applying the 3rd person present tense suffix -s,VERB,NOUN VERB DET,VERB DET,VERB DET NOUN,-3.9306564331054688,-5.082910537719727,False
618,MT,True,Chinese doesn't use the word in this context,DET,VERB DET NOUN,DET NOUN,DET NOUN PRON,-7.073720932006836,-6.794076442718506,True
619,RD,True,Chinese uses a character that maps a determiner in this case,DET,ADP DET NOUN,DET NOUN,DET NOUN PRON,-7.073720932006836,-6.794076442718506,True
620,MT,True,Chinese doesn't use the word in this context,DET,VERB DET NOUN,DET NOUN,DET NOUN PRON,-7.073720932006836,-6.794076442718506,True
621,UP,False,Error that native speakers would make as well,PUNCT,PRON PUNCT SCONJ,PUNCT SCONJ,PUNCT SCONJ DET,-7.046032905578613,-8.026008605957031,False
622,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,ADP PROPN PROPN,PROPN PROPN,PROPN PROPN PUNCT,-3.0731759071350098,-3.4751672744750977,False
623,TV,True,"Chinese generally expresses actions in present tense; Buildings are stationary, action verbs don't apply to them.",VERB,DET VERB ADP,VERB ADP,VERB ADP DET,-5.851269721984863,-7.798564910888672,False
624,MV,True,Chinese conventions conflict with English,ADP,NOUN ADP DET,ADP DET,ADP DET NOUN,-4.498852252960205,-5.256208419799805,False
625,TV,True,Chinese generally expresses actions in present tense,AUX,DET AUX ADV,AUX ADV,AUX ADV VERB,-6.517983436584473,-9.50549602508545,False
626,MP,True,Chinese uses commas to mark the end of a complete thought,ADP,NOUN ADP NOUN,ADP NOUN,ADP NOUN ADP,-6.099311828613281,-6.735996246337891,False
627,M,True,Incorrect introduction of subordinate clause or modifiers,AUX,NOUN AUX ADV,AUX ADV,AUX ADV ADJ,-6.087220191955566,-11.054635047912598,False
629,TV,False,-,AUX,ADV AUX DET,AUX DET,AUX DET ADV,-6.383237361907959,-10.488234519958496,False
630,UP,False,Error that native speakers would make as well,PUNCT,AUX PUNCT SCONJ,PUNCT SCONJ,PUNCT SCONJ PRON,-7.048191070556641,-6.967442512512207,True
631,TV,True,Context carries tense rather than verb.,VERB,PRON VERB ADP,VERB ADP,VERB ADP NUM,-6.3582634925842285,-6.822148323059082,False
634,UD,False,Overcorrection,DET,AUX DET ADJ,DET ADJ,DET ADJ NOUN,-3.9540467262268066,-5.575438976287842,False
635,DY,False,Spelling error,ADV,VERB ADV PUNCT,ADV PUNCT,ADV PUNCT,-3.199486255645752,-2.2728214263916016,True
637,FN,True,Missing plural,NOUN,NOUN NOUN VERB,NOUN VERB,NOUN VERB AUX,-6.3975138664245605,-9.181525230407715,False
638,UT,False,"Overcorrection by adding ""to"" to show the object of transitive verbs",ADP,VERB ADP DET,ADP DET,ADP DET NOUN,-4.498852252960205,-5.256208419799805,False
639,UD,False,Overcorrection,DET,ADP DET NOUN,DET NOUN,DET NOUN AUX,-5.36509895324707,-9.14844799041748,False
640,FD,False,Wrong determiner used,DET,VERB DET NOUN,DET NOUN,DET NOUN PUNCT,-3.3438291549682617,-3.534750461578369,False
643,RA,False,general grammar rules confusion,PRON,NOUN PRON PRON,PRON PRON,PRON PRON VERB,-5.84889030456543,-5.255593299865723,True
644,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,ADP PROPN CCONJ,PROPN CCONJ,PROPN CCONJ ADP,-7.79707145690918,-7.783733367919922,True
645,RP,True,Word not capitalized,NOUN,DET NOUN CCONJ,NOUN CCONJ,NOUN CCONJ ADP,-7.909555435180664,-7.748247146606445,True
646,UD,False,Overcorrection,DET,AUX DET ADV,DET ADV,DET ADV ADV,-6.17471170425415,-7.187098979949951,False
647,UP,False,Error that native speakers would make as well,PUNCT,VERB PUNCT SCONJ,PUNCT SCONJ,PUNCT SCONJ PRON,-7.048191070556641,-6.967442512512207,True
648,UP,False,Error that native speakers would make as well,PUNCT,VERB PUNCT SCONJ,PUNCT SCONJ,PUNCT SCONJ PRON,-7.048191070556641,-6.967442512512207,True
650,UP,False,Error that native speakers would make as well,PUNCT,VERB PUNCT SCONJ,PUNCT SCONJ,PUNCT SCONJ PRON,-7.048191070556641,-6.967442512512207,True
651,MD,True,Chinese uses classifiers instead of articles in this case,NOUN,VERB NOUN ADP,NOUN ADP,NOUN ADP DET,-6.011322975158691,-7.693400859832764,False
652,AGN,False,Overcorrection,NOUN,DET NOUN ADP,NOUN ADP,NOUN ADP DET,-6.011322975158691,-7.693400859832764,False
654,AGN,False,Overcorrection,NOUN,ADJ NOUN DET,NOUN DET,NOUN DET PRON,-8.001171112060547,-7.657683849334717,True
655,UP,False,Error that native speakers would make as well,PUNCT,VERB PUNCT SCONJ,PUNCT SCONJ,PUNCT SCONJ PRON,-7.048191070556641,-6.967442512512207,True
656,TV,True,Chinese generally expresses actions in present tense.,VERB,PRON VERB ADP,VERB ADP,VERB ADP DET,-5.851269721984863,-7.798564910888672,False
657,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,ADP PROPN CCONJ,PROPN CCONJ,PROPN CCONJ ADP,-7.79707145690918,-7.783733367919922,True
658,RP,True,Word not capitalized,NOUN,DET NOUN CCONJ,NOUN CCONJ,NOUN CCONJ ADP,-7.909555435180664,-7.748247146606445,True
659,FN,True,Missing plural,NOUN,NOUN NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PRON,-6.518891334533691,-4.976182460784912,True
661,FV,True,"Missing ""to"" for to-infinitive non-finite subordinate clauses",NOUN,NOUN NOUN ADP,NOUN ADP,NOUN ADP NOUN,-3.706831932067871,-5.097160339355469,False
662,IV,False,Spelling error,VERB,PUNCT VERB NOUN,VERB NOUN,VERB NOUN CCONJ,-6.591310501098633,-7.645793914794922,False
663,UD,False,Overcorrection,DET,ADP DET NOUN,DET NOUN,DET NOUN AUX,-5.36509895324707,-9.14844799041748,False
664,IN,True,Missing plural,NOUN,ADJ NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PRON,-6.518891334533691,-4.976182460784912,True
665,MT,True,Chinese doesn't use the word in this context,PUNCT,VERB PUNCT NOUN,PUNCT NOUN,PUNCT NOUN NOUN,-5.515451431274414,-4.615063190460205,True
667,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN NOUN,NOUN NOUN,NOUN NOUN PUNCT,-3.781497001647949,-2.7727162837982178,True
668,UD,False,Overcorrection,DET,DET DET NOUN,DET NOUN,DET NOUN NOUN,-4.525265693664551,-4.9093708992004395,False
669,AGV,True,Not applying the 3rd person present tense suffix -s,VERB,NOUN VERB PART,VERB PART,VERB PART AUX,-6.827699184417725,-9.11190128326416,False
670,MV,True,Chinese does not have auxiliary verbs,ADP,SCONJ ADP NOUN,ADP NOUN,ADP NOUN PUNCT,-3.7444424629211426,-3.126373767852783,True
671,CN,False,Number disagreement,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT DET,-6.48277473449707,-8.00236988067627,False
672,UD,False,Overcorrection,DET,DET DET NOUN,DET NOUN,DET NOUN NOUN,-4.525265693664551,-4.9093708992004395,False
673,AGN,True,Number error,NOUN,PUNCT NOUN AUX,NOUN AUX,NOUN AUX VERB,-4.896549224853516,-9.386462211608887,False
675,AGV,True,Not applying the 3rd person present tense suffix -s,VERB,DET VERB PART,VERB PART,VERB PART AUX,-6.827699184417725,-9.11190128326416,False
676,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",INTJ,ADV INTJ PART,INTJ PART,INTJ PART VERB,-7.414934158325195,-7.141189098358154,True
677,MT,True,Chinese doesn't use the word in this context,VERB,PRON VERB DET,VERB DET,VERB DET ADJ,-6.094607830047607,-7.968842506408691,False
679,UT,False,Overcorrection,ADP,AUX ADP ADP,ADP ADP,ADP ADP NOUN,-5.388683319091797,-6.142475128173828,False
680,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",NOUN,NUM NOUN NOUN,NOUN NOUN,NOUN NOUN PUNCT,-3.781497001647949,-2.7727162837982178,True
681,MC,True,Chinese does not use conjunctions to join clauses,PRON,PUNCT PRON AUX,PRON AUX,PRON AUX ADV,-5.361591339111328,-9.606440544128418,False
682,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,ADP PROPN PART,PROPN PART,PROPN PART ADJ,-6.284873008728027,-7.761277198791504,False
683,MP,False,Missing apostrophy,PROPN,DET PROPN PROPN,PROPN PROPN,PROPN PROPN NOUN,-4.353719234466553,-4.417268753051758,False
685,FV,False,Incorrectly using progressive aspect,VERB,NOUN VERB NOUN,VERB NOUN,VERB NOUN PUNCT,-3.825543165206909,-2.8813514709472656,True
686,AGA,False,Using 'It' incorrectly,PRON,SCONJ PRON AUX,PRON AUX,PRON AUX ADJ,-5.315203666687012,-10.188987731933594,False
687,AGV,True,3rd person singular form used instead of 3rd person plural verb form,AUX,PRON AUX ADJ,AUX ADJ,AUX ADJ ADP,-7.529614448547363,-10.597427368164062,False
688,UV,True,Modal used for polite speech,VERB,PRON VERB VERB,VERB VERB,VERB VERB ADP,-6.624293804168701,-7.47643518447876,False
689,MT,True,Chinese doesn't use the word in this context,DET,VERB DET NOUN,DET NOUN,DET NOUN ADP,-5.797200679779053,-6.639105319976807,False
691,UD,False,Chinese doesn't distinguish indefinite and definite articles like English,DET,VERB DET ADJ,DET ADJ,DET ADJ PUNCT,-4.803725242614746,-7.4270524978637695,False
694,UC,True,Chinese would use word in the given context,SCONJ,NOUN SCONJ PRON,SCONJ PRON,SCONJ PRON VERB,-5.732366561889648,-5.638164043426514,True
695,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,PUNCT PROPN NOUN,PROPN NOUN,PROPN NOUN ADP,-6.079321384429932,-6.721945762634277,False
696,MD,True,Chinese has no articles and doesn't use classifiers in this situation,ADJ,ADP ADJ NOUN,ADJ NOUN,ADJ NOUN,-3.232517719268799,-3.750581741333008,False
697,MN,False,Subject or object not specified,AUX,DET AUX PART,AUX PART,AUX PART VERB,-5.638934135437012,-9.621009826660156,False
698,UP,False,Error that native speakers would make as well,PUNCT,NOUN PUNCT VERB,PUNCT VERB,PUNCT VERB PROPN,-5.778315544128418,-5.334609031677246,True
699,M,True,Incorrect introduction of subordinate clause or modifiers,AUX,PROPN AUX ADJ,AUX ADJ,AUX ADJ VERB,-7.786706924438477,-9.653776168823242,False
700,UP,False,Overcorrection,NOUN,AUX NOUN PUNCT,NOUN PUNCT,NOUN PUNCT VERB,-5.620048522949219,-2.7131874561309814,True
701,TV,True,Chinese generally expresses actions in present tense.,VERB,AUX VERB ADP,VERB ADP,VERB ADP NUM,-6.3582634925842285,-6.822148323059082,False
702,RP,True,Word not capitalized,ADJ,ADP ADJ NOUN,ADJ NOUN,ADJ NOUN PUNCT,-3.3845911026000977,-3.7189626693725586,False
705,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",VERB,AUX VERB ADP,VERB ADP,VERB ADP DET,-5.851269721984863,-7.798564910888672,False
706,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN ADP,NOUN ADP,NOUN ADP NUM,-4.917739391326904,-6.345746994018555,False
707,CN,False,Number disagreement,PROPN,PUNCT PROPN,PROPN,PROPN,-2.9394843578338623,-3.001713752746582,False
708,M,True,Article and comma issue,NOUN,NOUN NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PUNCT,-4.156057357788086,-4.074838161468506,True
709,MP,True,Chinese uses commas to mark the end of a complete thought,ADP,PROPN ADP PROPN,ADP PROPN,ADP PROPN PROPN,-4.180315017700195,-5.658925533294678,False
710,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,CCONJ PROPN AUX,PROPN AUX,PROPN AUX NOUN,-6.189596176147461,-9.33385181427002,False
714,AGV,True,3rd person plural verb form used instead of 3rd person singular form,AUX,PROPN AUX AUX,AUX AUX,AUX AUX ADV,-7.594781875610352,-10.893773078918457,False
715,AGV,True,Not applying the 3rd person present tense suffix -s,VERB,ADV VERB ADJ,VERB ADJ,VERB ADJ ADJ,-7.212721824645996,-8.067390441894531,False
716,M,True,Chinese conventions conflict with English,PROPN,PUNCT PROPN PART,PROPN PART,PROPN PART AUX,-7.0115966796875,-9.097651481628418,False
