,error_type,Negative transfer?,Likely reason for mistake,incorrect_ud_tags,incorrect_ud_tags_padded,incorrect_ud_tags_unigram,incorrect_ud_tags_bigram,en,zhs,nlt
702,RP,True,Word not capitalized,ADJ,ADP ADJ NOUN,ADJ NOUN,ADJ NOUN PUNCT,-3.232517719268799,-3.750581741333008,False
705,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",VERB,AUX VERB ADP,VERB ADP,VERB ADP DET,-5.054440498352051,-6.579588890075684,False
706,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN ADP,NOUN ADP,NOUN ADP NUM,-4.941747188568115,-5.87414026260376,False
707,CN,False,Number disagreement,PROPN,PUNCT PROPN,PROPN,PROPN,-2.9394843578338623,-3.001713752746582,False
708,M,True,Article and comma issue,NOUN,NOUN NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PUNCT,-3.1241037845611572,-2.562624454498291,True
709,MP,True,Chinese uses commas to mark the end of a complete thought,ADP,PROPN ADP PROPN,ADP PROPN,ADP PROPN PROPN,-3.764538049697876,-5.085927963256836,False
710,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,CCONJ PROPN AUX,PROPN AUX,PROPN AUX NOUN,-5.8739013671875,-8.214903831481934,False
714,AGV,True,3rd person plural verb form used instead of 3rd person singular form,AUX,PROPN AUX AUX,AUX AUX,AUX AUX ADV,-6.569699764251709,-9.487732887268066,False
715,AGV,True,Not applying the 3rd person present tense suffix -s,VERB,ADV VERB ADJ,VERB ADJ,VERB ADJ ADJ,-5.116452217102051,-6.979477882385254,False
716,M,True,Chinese conventions conflict with English,PROPN,PUNCT PROPN PART,PROPN PART,PROPN PART AUX,-5.876944065093994,-5.378117561340332,True
718,RA,False,Random pronoun used instead of null pronoun,PRON,PUNCT PRON VERB,PRON VERB,PRON VERB AUX,-4.360769748687744,-4.246981143951416,True
719,AGV,True,3rd person plural verb form used instead of 3rd person singular form,AUX,ADJ AUX DET,AUX DET,AUX DET NOUN,-5.85483455657959,-9.109721183776855,False
720,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,ADP PROPN PROPN,PROPN PROPN,PROPN PROPN PUNCT,-3.3136022090911865,-3.863765239715576,False
721,M,True,Chinese conventions conflict with English,PROPN,ADJ PROPN PROPN,PROPN PROPN,PROPN PROPN PUNCT,-3.3136022090911865,-3.863765239715576,False
723,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,ADP PROPN PROPN,PROPN PROPN,PROPN PROPN PUNCT,-3.3136022090911865,-3.863765239715576,False
724,FD,False,Wrong determiner used,DET,AUX DET PROPN,DET PROPN,DET PROPN NOUN,-4.300590991973877,-5.498167037963867,False
726,AGV,True,3rd person plural verb form used instead of 3rd person singular form,AUX,CCONJ AUX ADJ,AUX ADJ,AUX ADJ NOUN,-5.503417491912842,-9.229647636413574,False
728,AGQ,True,Phrases map to the same Chinese phrase,DET,VERB DET NOUN,DET NOUN,DET NOUN SCONJ,-3.951775550842285,-4.8027448654174805,False
729,TV,True,Modal used for polite speech,VERB,PRON VERB VERB,VERB VERB,VERB VERB DET,-5.3520050048828125,-3.9568490982055664,True
731,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PRON,-3.1241037845611572,-2.562624454498291,True
732,RD,True,Chinese has no plural marking,DET,VERB DET NOUN,DET NOUN,DET NOUN ADP,-3.951775550842285,-4.8027448654174805,False
735,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PRON,-3.1241037845611572,-2.562624454498291,True
736,FV,False,Incorrectly using progressive aspect,VERB,CCONJ VERB ADV,VERB ADV,VERB ADV PUNCT,-4.779877185821533,-5.2157135009765625,False
737,AGN,True,Number error,NOUN,DET NOUN ADP,NOUN ADP,NOUN ADP DET,-4.941747188568115,-5.87414026260376,False
739,RD,True,Chinese has no plural marking,DET,AUX DET NOUN,DET NOUN,DET NOUN PUNCT,-3.951775550842285,-4.8027448654174805,False
740,M,True,Chinese conventions conflict with English,PROPN,PROPN PROPN PROPN,PROPN PROPN,PROPN PROPN NOUN,-3.3136022090911865,-3.863765239715576,False
741,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",PROPN,ADP PROPN NOUN,PROPN NOUN,PROPN NOUN AUX,-4.001293659210205,-3.689854621887207,True
742,MD,True,Chinese has no articles and doesn't use classifiers in this situation,ADJ,AUX ADJ NOUN,ADJ NOUN,ADJ NOUN ADP,-3.232517719268799,-3.750581741333008,False
744,RA,False,Random pronoun used instead of null pronoun,PRON,PUNCT PRON AUX,PRON AUX,PRON AUX DET,-5.555111885070801,-8.200399398803711,False
745,FD,False,Wrong determiner used,DET,AUX DET ADJ,DET ADJ,DET ADJ NOUN,-5.069649696350098,-7.109652042388916,False
746,MD,True,Chinese uses classifiers instead of articles in this case,NOUN,VERB NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PROPN,-3.1241037845611572,-2.562624454498291,True
747,RP,False,Overcorrection,PUNCT,NOUN PUNCT PROPN,PUNCT PROPN,PUNCT PROPN NOUN,-4.859906196594238,-3.7846293449401855,True
748,MP,True,Chinese uses commas to mark the end of a complete thought,DET,NOUN DET PROPN,DET PROPN,DET PROPN PROPN,-4.300590991973877,-5.498167037963867,False
749,RA,False,general grammar rules confusion,PRON,PRON PRON PRON,PRON PRON,PRON PRON VERB,-6.423996448516846,-6.2603759765625,True
751,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PRON,-3.1241037845611572,-2.562624454498291,True
752,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PRON,-3.1241037845611572,-2.562624454498291,True
754,FV,True,"Missing ""to"" for to-infinitive non-finite subordinate clauses",VERB,NOUN VERB DET,VERB DET,VERB DET NOUN,-5.134259223937988,-6.7580156326293945,False
755,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PRON,-3.1241037845611572,-2.562624454498291,True
756,FV,True,"Missing ""to"" for to-infinitive non-finite subordinate clauses",VERB,VERB VERB ADV,VERB ADV,VERB ADV PUNCT,-4.779877185821533,-5.2157135009765625,False
758,TV,True,Modal used for polite speech,VERB,PRON VERB VERB,VERB VERB,VERB VERB DET,-5.3520050048828125,-3.9568490982055664,True
759,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,VERB NOUN PUNCT,NOUN PUNCT,NOUN PUNCT,-3.1241037845611572,-2.562624454498291,True
760,UP,False,Unexplainable punctuation used,PUNCT,ADJ PUNCT ADP,PUNCT ADP,PUNCT ADP ADJ,-5.93429708480835,-6.074456214904785,False
761,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN ADP,NOUN ADP,NOUN ADP PROPN,-4.941747188568115,-5.87414026260376,False
763,TV,True,Chinese generally expresses actions in present tense,VERB,VERB VERB ADP,VERB ADP,VERB ADP DET,-5.054440498352051,-6.579588890075684,False
764,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN ADP,NOUN ADP,NOUN ADP PROPN,-4.941747188568115,-5.87414026260376,False
765,RP,True,Word not capitalized,INTJ,PUNCT INTJ VERB,INTJ VERB,INTJ VERB DET,-5.755959987640381,-6.523463726043701,False
766,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN ADP,NOUN ADP,NOUN ADP PROPN,-4.941747188568115,-5.87414026260376,False
767,DA,False,Using possessive case inappropriately,DET,NOUN DET VERB,DET VERB,DET VERB SCONJ,-5.736584663391113,-6.053343296051025,False
770,RP,True,Word not capitalized,PROPN,PUNCT PROPN PROPN,PROPN PROPN,PROPN PROPN PUNCT,-3.3136022090911865,-3.863765239715576,False
771,MP,True,Chinese uses commas to mark the end of a complete thought,DET,PUNCT DET AUX,DET AUX,DET AUX ADV,-5.224856853485107,-8.24448299407959,False
772,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN ADP,NOUN ADP,NOUN ADP PROPN,-4.941747188568115,-5.87414026260376,False
773,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN ADP,NOUN ADP,NOUN ADP PROPN,-4.941747188568115,-5.87414026260376,False
774,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN ADP,NOUN ADP,NOUN ADP PROPN,-4.941747188568115,-5.87414026260376,False
775,UT,False,Overcorrection,ADP,VERB ADP DET,ADP DET,ADP DET NOUN,-5.7816267013549805,-6.7317376136779785,False
776,IV,False,Spelling error,VERB,AUX VERB DET,VERB DET,VERB DET NOUN,-5.134259223937988,-6.7580156326293945,False
778,UP,False,Punctuation works the same in Chinese/Unexplainable punctuation used,PROPN,NOUN PROPN ADP,PROPN ADP,PROPN ADP DET,-4.410606384277344,-5.355441093444824,False
780,MP,True,Chinese uses commas to mark the end of a complete thought,DET,NOUN DET VERB,DET VERB,DET VERB DET,-5.736584663391113,-6.053343296051025,False
781,UP,False,Unexplainable punctuation used,PROPN,NOUN PROPN ADP,PROPN ADP,PROPN ADP DET,-4.410606384277344,-5.355441093444824,False
786,M,False,Word omitted even though in the Chinese translation it would be there,PROPN,NOUN PROPN NOUN,PROPN NOUN,PROPN NOUN NOUN,-4.001293659210205,-3.689854621887207,True
787,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PROPN,-3.1241037845611572,-2.562624454498291,True
789,UV,False,Unnecessary verb added,VERB,NOUN VERB PUNCT,VERB PUNCT,VERB PUNCT PRON,-3.648987054824829,-2.777564525604248,True
790,MN,True,Word prior or after contains the word in Chinese equivalent,PUNCT,NOUN PUNCT,PUNCT,PUNCT,-3.2089686393737793,-2.378276824951172,True
791,UP,False,Unexplainable punctuation used,PUNCT,PROPN PUNCT ADV,PUNCT ADV,PUNCT ADV PUNCT,-5.0786542892456055,-5.945232391357422,False
792,MT,True,Chinese doesn't use the word in this context,NOUN,ADV NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PRON,-3.1241037845611572,-2.562624454498291,True
795,RQ,False,Quantifier would not be used in this context in Chinese,DET,CCONJ DET NOUN,DET NOUN,DET NOUN ADP,-3.951775550842285,-4.8027448654174805,False
797,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,SCONJ NOUN ADP,NOUN ADP,NOUN ADP ADJ,-4.941747188568115,-5.87414026260376,False
799,MJ,True,Chinese equivalent maps to only a part of the English word,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT ADV,-3.1241037845611572,-2.562624454498291,True
800,DJ,False,Chinese would also use distinct adjective form,NOUN,ADP NOUN NOUN,NOUN NOUN,NOUN NOUN PUNCT,-3.576719045639038,-3.149089813232422,True
801,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,NOUN PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-5.951536655426025,-5.275393962860107,True
802,TV,False,Applying same tense to all verbs to show tense,VERB,PRON VERB PUNCT,VERB PUNCT,VERB PUNCT PRON,-3.648987054824829,-2.777564525604248,True
804,UT,False,Overcorrection,ADP,ADJ ADP PUNCT,ADP PUNCT,ADP PUNCT CCONJ,-4.612603187561035,-4.302516460418701,True
805,M,True,Incorrect introduction of subordinate clause or modifiers,ADJ,CCONJ ADJ NOUN,ADJ NOUN,ADJ NOUN PRON,-3.232517719268799,-3.750581741333008,False
807,M,False,Word omitted even though in the Chinese translation it would be there,NOUN,DET NOUN NOUN,NOUN NOUN,NOUN NOUN SCONJ,-3.576719045639038,-3.149089813232422,True
809,MC,True,Chinese does not use conjunctions to join clauses,DET,PUNCT DET NOUN,DET NOUN,DET NOUN ADP,-3.951775550842285,-4.8027448654174805,False
810,M,True,Chinese conventions conflict with English,PUNCT,ADV PUNCT SCONJ,PUNCT SCONJ,PUNCT SCONJ ADJ,-6.237368106842041,-6.7686944007873535,False
811,RP,False,Overcorrection,PUNCT,AUX PUNCT SCONJ,PUNCT SCONJ,PUNCT SCONJ ADJ,-6.237368106842041,-6.7686944007873535,False
812,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",VERB,DET VERB NOUN,VERB NOUN,VERB NOUN AUX,-3.9500415325164795,-3.5276107788085938,True
813,TV,True,Chinese generally expresses actions in present tense,VERB,ADV VERB ADP,VERB ADP,VERB ADP ADP,-5.054440498352051,-6.579588890075684,False
814,FJ,False,Misunderstanding of word usage/meaning,ADJ,DET ADJ NOUN,ADJ NOUN,ADJ NOUN PROPN,-3.232517719268799,-3.750581741333008,False
815,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,AUX PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-5.951536655426025,-5.275393962860107,True
817,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PRON,-3.1241037845611572,-2.562624454498291,True
818,UN,True,Chinese conventions conflict with English,NOUN,NOUN NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PRON,-3.1241037845611572,-2.562624454498291,True
820,RD,False,Grammatical to exclude or include the word in Chinese,DET,ADP DET NOUN,DET NOUN,DET NOUN ADP,-3.951775550842285,-4.8027448654174805,False
821,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PRON,-3.1241037845611572,-2.562624454498291,True
822,TV,False,Incorrectly using progressive aspect,VERB,PROPN VERB ADP,VERB ADP,VERB ADP NOUN,-5.054440498352051,-6.579588890075684,False
823,TV,False,Chinese generally expresses actions in present tense,VERB,NOUN VERB VERB,VERB VERB,VERB VERB ADP,-5.3520050048828125,-3.9568490982055664,True
824,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,PROPN PUNCT PRON,PUNCT PRON,PUNCT PRON AUX,-5.951536655426025,-5.275393962860107,True
825,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,ADP PROPN PROPN,PROPN PROPN,PROPN PROPN PUNCT,-3.3136022090911865,-3.863765239715576,False
826,MP,True,Chinese uses commas to mark the end of a complete thought,DET,PROPN DET AUX,DET AUX,DET AUX PART,-5.224856853485107,-8.24448299407959,False
827,MP,True,Chinese uses commas to mark the end of a complete thought,VERB,NOUN VERB ADP,VERB ADP,VERB ADP NUM,-5.054440498352051,-6.579588890075684,False
828,IN,True,Chinese does not distinguish between mass and count nouns,NOUN,CCONJ NOUN VERB,NOUN VERB,NOUN VERB VERB,-4.152782440185547,-3.4455204010009766,True
830,MD,True,Chinese has no articles and doesn't use classifiers in this situation,ADJ,ADP ADJ NOUN,ADJ NOUN,ADJ NOUN PUNCT,-3.232517719268799,-3.750581741333008,False
831,FN,True,Missing plural,NOUN,ADJ NOUN PUNCT,NOUN PUNCT,NOUN PUNCT DET,-3.1241037845611572,-2.562624454498291,True
832,RA,False,Using 'It' incorrectly,PRON,ADP PRON AUX,PRON AUX,PRON AUX PART,-5.555111885070801,-8.200399398803711,False
834,TV,True,Context carries tense rather than verb.,VERB,PRON VERB ADJ,VERB ADJ,VERB ADJ NOUN,-5.116452217102051,-6.979477882385254,False
835,TV,True,Context carries tense rather than verb.,VERB,CCONJ VERB ADJ,VERB ADJ,VERB ADJ PUNCT,-5.116452217102051,-6.979477882385254,False
836,FN,True,Missing plural,NOUN,VERB NOUN ADP,NOUN ADP,NOUN ADP DET,-4.941747188568115,-5.87414026260376,False
838,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,VERB PROPN PROPN,PROPN PROPN,PROPN PROPN PUNCT,-3.3136022090911865,-3.863765239715576,False
839,MP,True,Chinese uses commas to mark the end of a complete thought,SCONJ,ADJ SCONJ DET,SCONJ DET,SCONJ DET ADJ,-5.878258228302002,-6.6280317306518555,False
841,MP,True,Chinese uses commas to mark the end of a complete thought,SCONJ,ADJ SCONJ DET,SCONJ DET,SCONJ DET ADJ,-5.878258228302002,-6.6280317306518555,False
842,UY,True,Chinese sentence structure differs from English,ADV,NOUN ADV PUNCT,ADV PUNCT,ADV PUNCT,-3.199486255645752,-2.2728214263916016,True
843,AGQ,True,Phrases map to the same Chinese phrase,DET,ADV DET NOUN,DET NOUN,DET NOUN VERB,-3.951775550842285,-4.8027448654174805,False
845,UD,False,Overcorrection,DET,ADP DET ADJ,DET ADJ,DET ADJ NOUN,-5.069649696350098,-7.109652042388916,False
846,AGN,True,Number error,NOUN,ADJ NOUN ADP,NOUN ADP,NOUN ADP DET,-4.941747188568115,-5.87414026260376,False
848,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,SCONJ PROPN PROPN,PROPN PROPN,PROPN PROPN PUNCT,-3.3136022090911865,-3.863765239715576,False
849,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",PROPN,DET PROPN PROPN,PROPN PROPN,PROPN PROPN PUNCT,-3.3136022090911865,-3.863765239715576,False
850,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",PROPN,PUNCT PROPN PROPN,PROPN PROPN,PROPN PROPN PUNCT,-3.3136022090911865,-3.863765239715576,False
851,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",PROPN,PUNCT PROPN PROPN,PROPN PROPN,PROPN PROPN CCONJ,-3.3136022090911865,-3.863765239715576,False
852,MD,True,Chinese has no articles and doesn't use classifiers in this situation,ADJ,PUNCT ADJ ADJ,ADJ ADJ,ADJ ADJ NOUN,-5.93560791015625,-7.565702438354492,False
853,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,SCONJ PROPN PROPN,PROPN PROPN,PROPN PROPN PUNCT,-3.3136022090911865,-3.863765239715576,False
854,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,ADV PROPN PROPN,PROPN PROPN,PROPN PROPN AUX,-3.3136022090911865,-3.863765239715576,False
856,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,PUNCT PROPN PROPN,PROPN PROPN,PROPN PROPN PUNCT,-3.3136022090911865,-3.863765239715576,False
857,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",PROPN,DET PROPN NOUN,PROPN NOUN,PROPN NOUN PUNCT,-4.001293659210205,-3.689854621887207,True
858,RA,False,that vs which confusion,DET,PUNCT DET AUX,DET AUX,DET AUX ADJ,-5.224856853485107,-8.24448299407959,False
859,UV,True,Chinese conventions conflict with English,VERB,AUX VERB ADP,VERB ADP,VERB ADP NUM,-5.054440498352051,-6.579588890075684,False
861,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,CCONJ NOUN AUX,NOUN AUX,NOUN AUX ADV,-5.5714616775512695,-8.23843002319336,False
862,AGV,True,3rd person singular form used instead of 3rd person plural verb form,AUX,ADV AUX ADV,AUX ADV,AUX ADV NUM,-5.85208797454834,-8.647100448608398,False
864,AGV,True,3rd person singular form used instead of 3rd person plural verb form,AUX,NOUN AUX VERB,AUX VERB,AUX VERB ADJ,-5.416096210479736,-8.389092445373535,False
865,AGV,True,3rd person singular form used instead of 3rd person plural verb form,AUX,NOUN AUX AUX,AUX AUX,AUX AUX VERB,-6.569699764251709,-9.487732887268066,False
867,DY,False,Spelling error,ADV,VERB ADV PUNCT,ADV PUNCT,ADV PUNCT SCONJ,-3.199486255645752,-2.2728214263916016,True
868,AGN,False,Overcorrection,PROPN,PUNCT PROPN AUX,PROPN AUX,PROPN AUX ADV,-5.8739013671875,-8.214903831481934,False
870,FV,True,Progressive aspect not applied,VERB,ADP VERB PRON,VERB PRON,VERB PRON DET,-5.058066368103027,-5.050610542297363,True
871,TV,True,Chinese generally expresses actions in present tense,AUX,ADV AUX DET,AUX DET,AUX DET NOUN,-5.85483455657959,-9.109721183776855,False
872,TV,False,-,VERB,PRON VERB PART,VERB PART,VERB PART VERB,-6.253042221069336,-4.756141662597656,True
873,MP,True,Chinese uses commas to mark the end of a complete thought,SCONJ,VERB SCONJ PRON,SCONJ PRON,SCONJ PRON VERB,-5.9186625480651855,-5.806468486785889,True
874,TV,True,Chinese generally expresses actions in present tense,VERB,PRON VERB ADP,VERB ADP,VERB ADP DET,-5.054440498352051,-6.579588890075684,False
880,AGN,False,Overcorrection,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT ADV,-3.1241037845611572,-2.562624454498291,True
883,RA,True,Chinese does not have a null pronoun like 'It' so used 'that',DET,PUNCT DET AUX,DET AUX,DET AUX ADJ,-5.224856853485107,-8.24448299407959,False
884,MA,False,Pronoun can also be used here in Chinese,ADV,PUNCT ADV VERB,ADV VERB,ADV VERB ADP,-5.048882484436035,-3.9500129222869873,True
885,AGV,True,3rd person singular form used instead of 3rd person plural verb form,AUX,NOUN AUX DET,AUX DET,AUX DET ADV,-5.85483455657959,-9.109721183776855,False
887,CD,True,Chinese uses a character that maps a determiner in this case,DET,SCONJ DET NOUN,DET NOUN,DET NOUN ADV,-3.951775550842285,-4.8027448654174805,False
888,CN,True,Chinese does not distinguish between mass and count nouns,NOUN,DET NOUN ADV,NOUN ADV,NOUN ADV AUX,-5.389997482299805,-5.499223709106445,False
889,AGV,True,3rd person plural verb form used instead of 3rd person singular form,AUX,ADP AUX ADV,AUX ADV,AUX ADV ADJ,-5.85208797454834,-8.647100448608398,False
892,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT,-3.1241037845611572,-2.562624454498291,True
